title,url,category,filetype,slide_count,publishing_consultancy
Digital Platform Strategy,https://flevy.com/browse/flevypro/digital-platform-strategy-5144,Consulting Frameworks,PowerPoint,33,LearnPPT Consulting
Customer-centric Culture,https://flevy.com/browse/flevypro/customer-centric-culture-3831,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Building a Market Model and Market Sizing,https://flevy.com/browse/marketplace/building-a-market-model-and-market-sizing-376,Consulting Frameworks,PowerPoint,22,STRATICX
Performance Measurement,https://flevy.com/browse/flevypro/performance-measurement-1702,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Moving from Data to Insights,https://flevy.com/browse/flevypro/moving-from-data-to-insights-1694,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Strategic Partnerships with Universities,https://flevy.com/browse/flevypro/strategic-partnerships-with-universities-6304,Consulting Frameworks,PowerPoint,33,LearnPPT Consulting
Preparing Powerful Board Papers,https://flevy.com/browse/marketplace/preparing-powerful-board-papers-393,Consulting Frameworks,PowerPoint,56,Clarity First 
Strategy Framework Canvas,https://flevy.com/browse/marketplace/strategy-framework-canvas-3431,Consulting Frameworks,PowerPoint,44,LearnPPT Consulting
Management Consulting Value Chain,https://flevy.com/browse/marketplace/management-consulting-value-chain-8658,Consulting Frameworks,PowerPoint,34,LearnPPT Consulting
Business Process Maturity Model (BPMM) Series: BPMM Primer,https://flevy.com/browse/flevypro/business-process-maturity-model-bpmm-series-bpmm-primer-4196,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Capability Maturity Model (CMM) - Enterprise Architecture,https://flevy.com/browse/flevypro/capability-maturity-model-cmm-enterprise-architecture-2949,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Five Pillars of Agile Organizations,https://flevy.com/browse/flevypro/five-pillars-of-agile-organizations-3175,Consulting Frameworks,PowerPoint,30,LearnPPT Consulting
Defining Issues and Generating Hypotheses,https://flevy.com/browse/flevypro/defining-issues-and-generating-hypotheses-1691,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Intelligent Process Automation (IPA),https://flevy.com/browse/flevypro/intelligent-process-automation-ipa-2770,Consulting Frameworks,PowerPoint,26,PPT Lab
Internet of Things (IoT) Decision Framework,https://flevy.com/browse/flevypro/internet-of-things-iot-decision-framework-2922,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
Financial Technology (Fintech) Value Chain,https://flevy.com/browse/marketplace/financial-technology-fintech-value-chain-8734,Consulting Frameworks,PowerPoint,35,LearnPPT Consulting
6 Pillars of Talent Management,https://flevy.com/browse/flevypro/6-pillars-of-talent-management-5271,Consulting Frameworks,PowerPoint,25,LearnPPT Consulting
The Innovation Process,https://flevy.com/browse/flevypro/the-innovation-process-3625,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
"Mergers, Acquisitions & Alliances Approach",https://flevy.com/browse/marketplace/mergers-acquisitions-and-alliances-approach-728,Consulting Frameworks,PowerPoint,79,Documents & Files
"Lean Startup Canvas: Guide, Process and Tools",https://flevy.com/browse/marketplace/lean-startup-canvas-guide-process-and-tools-5227,Consulting Frameworks,PowerPoint,56,ILMAM - Strategy & Management Consulting
Healthcare Value Chain,https://flevy.com/browse/marketplace/healthcare-value-chain-8635,Consulting Frameworks,PowerPoint,30,LearnPPT Consulting
Business Model Innovation,https://flevy.com/browse/marketplace/business-model-innovation-136,Consulting Frameworks,PowerPoint,30,PPT Lab
Data Governance: Roles & Responsibilities,https://flevy.com/browse/flevypro/data-governance-roles-and-responsibilities-6356,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Value Creation: Impact of Customer Experience (CX),https://flevy.com/browse/flevypro/value-creation-impact-of-customer-experience-cx-3966,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Corporate Strategy and Management Models,https://flevy.com/browse/marketplace/corporate-strategy-and-management-models-129,Consulting Frameworks,PowerPoint,112,PPT Lab
Artificial Intelligence (AI): Machine Learning (ML),https://flevy.com/browse/flevypro/artificial-intelligence-ai-machine-learning-ml-3336,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Fundamentals of Effective Communication,https://flevy.com/browse/marketplace/fundamentals-of-effective-communication-748,Consulting Frameworks,PowerPoint,57,Documents & Files
Business Model Innovation (BMI): Business Model Journey,https://flevy.com/browse/flevypro/business-model-innovation-bmi-business-model-journey-6129,Consulting Frameworks,PowerPoint,29,LearnPPT Consulting
Stage-Gate Process,https://flevy.com/browse/flevypro/stage-gate-process-8895,Consulting Frameworks,PowerPoint,32,LearnPPT Consulting
Financial Ratios (Comparables) Analysis,https://flevy.com/browse/marketplace/financial-ratios-comparables-analysis-239,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Pitch Yourself - Next-Level CV PowerPoint,https://flevy.com/browse/marketplace/pitch-yourself-next-level-cv-powerpoint-9152,Consulting Frameworks,PowerPoint,38,Project in the Box
Team Turnaround Strategies,https://flevy.com/browse/flevypro/team-turnaround-strategies-3357,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Effective Communication with Virtual Teams,https://flevy.com/browse/flevypro/effective-communication-with-virtual-teams-3701,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Four Stages of Customer Insight (CI) Maturity,https://flevy.com/browse/flevypro/four-stages-of-customer-insight-ci-maturity-2807,Consulting Frameworks,PowerPoint,21,PPT Lab
Fiaccabrino Selection Process,https://flevy.com/browse/marketplace/fiaccabrino-selection-process-566,Consulting Frameworks,PowerPoint,44,Charles Fiaccabrino
Introduction to Balanced Scorecard,https://flevy.com/browse/marketplace/introduction-to-balanced-scorecard-723,Consulting Frameworks,PowerPoint,60,Documents & Files
Strategic Cost Reduction Training,https://flevy.com/browse/marketplace/strategic-cost-reduction-training-729,Consulting Frameworks,PowerPoint,97,Documents & Files
Strategy Classics: GE-McKinsey Matrix,https://flevy.com/browse/flevypro/strategy-classics-ge-mckinsey-matrix-5161,Consulting Frameworks,PowerPoint,28,LearnPPT Consulting
Jobs-to-Be-Done (JTBD) Theory,https://flevy.com/browse/flevypro/jobs-to-be-done-jtbd-theory-7375,Consulting Frameworks,PowerPoint,35,LearnPPT Consulting
Digital Supply Chain Strategy,https://flevy.com/browse/flevypro/digital-supply-chain-strategy-4023,Consulting Frameworks,PowerPoint,25,LearnPPT Consulting
Complete Management Consulting Toolkit,https://flevy.com/browse/marketplace/complete-management-consulting-toolkit-6941,Consulting Frameworks,PowerPoint,120,SB Consulting 
Common Consulting Frameworks (How and When to Use),https://flevy.com/browse/marketplace/common-consulting-frameworks-how-and-when-to-use-1202,Consulting Frameworks,PowerPoint,43,STRATICX
Consulting Workshop Series: Focus Group,https://flevy.com/browse/flevypro/consulting-workshop-series-focus-group-3923,Consulting Frameworks,PowerPoint,35,LearnPPT Consulting
Supply Chain Management (SCM): Risk Management Strategies,https://flevy.com/browse/flevypro/supply-chain-management-scm-risk-management-strategies-5094,Consulting Frameworks,PowerPoint,25,LearnPPT Consulting
Digital Transformation: Challenges in Resources,https://flevy.com/browse/flevypro/digital-transformation-challenges-in-resources-5538,Consulting Frameworks,PowerPoint,32,LearnPPT Consulting
Strategic Analysis Framework,https://flevy.com/browse/marketplace/strategic-analysis-framework-146,Consulting Frameworks,PowerPoint,28,PPT Lab
Data Governance Strategy,https://flevy.com/browse/flevypro/data-governance-strategy-6370,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Market Analysis,https://flevy.com/browse/marketplace/market-analysis-215,Consulting Frameworks,PowerPoint,17,LearnPPT Consulting
Porter's Five Forces,https://flevy.com/browse/marketplace/porters-five-forces-235,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Rogers' Five Factors,https://flevy.com/browse/marketplace/rogers-five-factors-169,Consulting Frameworks,PowerPoint,29,PPT Lab
Enterprise Asset Management (EAM) Strategy,https://flevy.com/browse/flevypro/enterprise-asset-management-eam-strategy-3753,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Leadership Presence,https://flevy.com/browse/flevypro/leadership-presence-4035,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
7 Fundamentals of Innovation,https://flevy.com/browse/flevypro/7-fundamentals-of-innovation-3605,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Creative Thinking in Strategy Development,https://flevy.com/browse/marketplace/creative-thinking-in-strategy-development-205,Consulting Frameworks,PowerPoint,39,LearnPPT Consulting
Key Performance Indicators (KPIs): 5 Areas of Focus,https://flevy.com/browse/flevypro/key-performance-indicators-kpis-5-areas-of-focus-4033,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Customer Experience (CX) Pyramid,https://flevy.com/browse/flevypro/customer-experience-cx-pyramid-5602,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Enterprise Organizational Assessment Toolkit,https://flevy.com/browse/marketplace/enterprise-organizational-assessment-toolkit-7663,Consulting Frameworks,PowerPoint,61,WallStBizStrategist
Structured Problem Solving: Modified A3,https://flevy.com/browse/flevypro/structured-problem-solving-modified-a3-6193,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Activity Based Costing,https://flevy.com/browse/marketplace/activity-based-costing-198,Consulting Frameworks,PowerPoint,29,LearnPPT Consulting
Make-or-Buy Decision Analysis,https://flevy.com/browse/flevypro/make-or-buy-decision-analysis-3740,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Family Business: Governance,https://flevy.com/browse/flevypro/family-business-governance-3786,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Forecasting Uncertainty,https://flevy.com/browse/flevypro/forecasting-uncertainty-6736,Consulting Frameworks,PowerPoint,29,LearnPPT Consulting
Fit for Growth,https://flevy.com/browse/flevypro/fit-for-growth-6058,Consulting Frameworks,PowerPoint,30,LearnPPT Consulting
Consumer Packaged Goods (CPG) Value Chain,https://flevy.com/browse/marketplace/consumer-packaged-goods-cpg-value-chain-8586,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Product Innovation Management,https://flevy.com/browse/flevypro/product-innovation-management-3263,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Ultimate Revenue Growth Strategy Guide,https://flevy.com/browse/marketplace/ultimate-revenue-growth-strategy-guide-6796,Consulting Frameworks,PowerPoint,44,Trinity Consulting
Board Governance Models,https://flevy.com/browse/flevypro/board-governance-models-3386,Consulting Frameworks,PowerPoint,25,LearnPPT Consulting
Analytics-driven Organization,https://flevy.com/browse/flevypro/analytics-driven-organization-4019,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
IT Implementation Business Case,https://flevy.com/browse/marketplace/it-implementation-business-case-128,Consulting Frameworks,PowerPoint,37,PPT Lab
Key Performance Indicators (KPIs) | Supply Chain Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-supply-chain-functions-8065,Consulting Frameworks,PowerPoint,113,ILMAM - Strategy & Management Consulting
Growth Mindset,https://flevy.com/browse/marketplace/growth-mindset-4014,Consulting Frameworks,PowerPoint,9,Corporate Finance 101
Designing and Pricing a Consulting Project,https://flevy.com/browse/marketplace/designing-and-pricing-a-consulting-project-1221,Consulting Frameworks,PowerPoint,26,kgoldin
Psychology of Product Adoption,https://flevy.com/browse/marketplace/psychology-of-product-adoption-203,Consulting Frameworks,PowerPoint,46,PPT Lab
Continuous Process Improvement and Innovation (CPI2),https://flevy.com/browse/flevypro/continuous-process-improvement-and-innovation-cpi2-3937,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Integrated Strategy Model for Value Creation,https://flevy.com/browse/flevypro/integrated-strategy-model-for-value-creation-2840,Consulting Frameworks,PowerPoint,26,PPT Lab
Supply Chain Strategy Tools & Techniques,https://flevy.com/browse/marketplace/supply-chain-strategy-tools-and-techniques-737,Consulting Frameworks,PowerPoint,67,Documents & Files
5 Principles of Innovation Strategy,https://flevy.com/browse/flevypro/5-principles-of-innovation-strategy-3727,Consulting Frameworks,PowerPoint,27,LearnPPT Consulting
Complete Capital Optimization Guide,https://flevy.com/browse/marketplace/complete-capital-optimization-guide-4030,Consulting Frameworks,PowerPoint,126,Corporate Finance 101
Lean Change Management,https://flevy.com/browse/flevypro/lean-change-management-3142,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
Developing Conclusions and Recommendations,https://flevy.com/browse/flevypro/developing-conclusions-and-recommendations-1807,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
How to Conduct Consulting Interviews,https://flevy.com/browse/marketplace/how-to-conduct-consulting-interviews-743,Consulting Frameworks,PowerPoint,32,Documents & Files
Telecommunications Value Chain,https://flevy.com/browse/marketplace/telecommunications-value-chain-8750,Consulting Frameworks,PowerPoint,34,LearnPPT Consulting
How to Develop a Business Case,https://flevy.com/browse/marketplace/how-to-develop-a-business-case-3248,Consulting Frameworks,PowerPoint,105,Documents & Files
McKinsey 3 Horizons of Growth,https://flevy.com/browse/flevypro/mckinsey-3-horizons-of-growth-7528,Consulting Frameworks,PowerPoint,31,LearnPPT Consulting
Consulting Project Management Leadership & Team Effectiveness,https://flevy.com/browse/marketplace/consulting-project-management-leadership-and-team-effectiveness-692,Consulting Frameworks,PowerPoint,51,Documents & Files
Warehouse Automation: 10 Technologies,https://flevy.com/browse/flevypro/warehouse-automation-10-technologies-5465,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Business Model Canvas,https://flevy.com/browse/flevypro/business-model-canvas-2842,Consulting Frameworks,PowerPoint,22,PPT Lab
Strategic Alliance Management,https://flevy.com/browse/flevypro/strategic-alliance-management-5742,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Manufacturing Strategy: Make vs. Buy,https://flevy.com/browse/flevypro/manufacturing-strategy-make-vs-buy-3159,Consulting Frameworks,PowerPoint,25,LearnPPT Consulting
Retail Value Chain,https://flevy.com/browse/marketplace/retail-value-chain-8761,Consulting Frameworks,PowerPoint,36,LearnPPT Consulting
Balanced Scorecard - Comprehensive Guide,https://flevy.com/browse/marketplace/balanced-scorecard-comprehensive-guide-2965,Consulting Frameworks,PowerPoint,54,P-Square Partners
Post-merger Integration (PMI): Financial Integration,https://flevy.com/browse/flevypro/post-merger-integration-pmi-financial-integration-4049,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
IT Capability Maturity Framework (IT-CMF),https://flevy.com/browse/flevypro/it-capability-maturity-framework-it-cmf-2911,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
Key Account Management (KAM) in Healthcare and Pharma,https://flevy.com/browse/flevypro/key-account-management-kam-in-healthcare-and-pharma-2943,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Agriculture Value Chain,https://flevy.com/browse/marketplace/agriculture-value-chain-8712,Consulting Frameworks,PowerPoint,34,LearnPPT Consulting
Flywheel Strategy,https://flevy.com/browse/flevypro/flywheel-strategy-5904,Consulting Frameworks,PowerPoint,25,LearnPPT Consulting
Strategic CFO,https://flevy.com/browse/flevypro/strategic-cfo-6581,Consulting Frameworks,PowerPoint,27,LearnPPT Consulting
Omni-channel Retail Strategy,https://flevy.com/browse/marketplace/omni-channel-retail-strategy-3311,Consulting Frameworks,PowerPoint,44,LearnPPT Consulting
Return on Training Investment (ROTI),https://flevy.com/browse/flevypro/return-on-training-investment-roti-5565,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Business Transformation Playbook,https://flevy.com/browse/marketplace/business-transformation-playbook-7642,Consulting Frameworks,PowerPoint,49,WallStBizStrategist
PRICE Hypothesis Generation Framework,https://flevy.com/browse/marketplace/price-hypothesis-generation-framework-323,Consulting Frameworks,PowerPoint,15,PPT Lab
New Technology Business Case,https://flevy.com/browse/marketplace/new-technology-business-case-131,Consulting Frameworks,PowerPoint,31,PPT Lab
Impact of Robotic Process Automation (RPA),https://flevy.com/browse/flevypro/impact-of-robotic-process-automation-rpa-3980,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
Virtual Teams: Challenges & Benefits,https://flevy.com/browse/flevypro/virtual-teams-challenges-and-benefits-4013,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Capabilities-driven Growth Strategy,https://flevy.com/browse/flevypro/capabilities-driven-growth-strategy-6653,Consulting Frameworks,PowerPoint,27,LearnPPT Consulting
RACI Charting & Analysis,https://flevy.com/browse/flevypro/raci-charting-and-analysis-3474,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Omni-channel Customer Journey Design,https://flevy.com/browse/flevypro/omni-channel-customer-journey-design-3984,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Fundamentals of Proposal Writing,https://flevy.com/browse/flevypro/fundamentals-of-proposal-writing-5462,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Influence Model for Change,https://flevy.com/browse/flevypro/influence-model-for-change-3658,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
DICE Hard Change Factors,https://flevy.com/browse/flevypro/dice-hard-change-factors-2656,Consulting Frameworks,PowerPoint,12,PPT Lab
Knowledge Management (KM) Strategy,https://flevy.com/browse/flevypro/knowledge-management-km-strategy-3801,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
4 Types of Corporate Culture,https://flevy.com/browse/flevypro/4-types-of-corporate-culture-3478,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Business Case Prioritization Guide,https://flevy.com/browse/marketplace/business-case-prioritization-guide-3767,Consulting Frameworks,PowerPoint,14,Corporate Finance 101
Strategy Consulting Compendium,https://flevy.com/browse/marketplace/strategy-consulting-compendium-8584,Consulting Frameworks,PowerPoint,93,SB Consulting 
Profitability and Cost Structure Analysis: Internal Data Analysis Frameworks,https://flevy.com/browse/flevypro/profitability-and-cost-structure-analysis-internal-data-analysis-frameworks-1704,Consulting Frameworks,PowerPoint,17,LearnPPT Consulting
Developing Consulting Project Proposals,https://flevy.com/browse/marketplace/developing-consulting-project-proposals-1216,Consulting Frameworks,PowerPoint,22,Process Consulting
Supplier Relationship Management (SRM) - Supplier Segmentation,https://flevy.com/browse/flevypro/supplier-relationship-management-srm-supplier-segmentation-3013,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Strategy Development Fundamentals,https://flevy.com/browse/marketplace/strategy-development-fundamentals-1654,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Scenario Planning for Consultants,https://flevy.com/browse/flevypro/scenario-planning-for-consultants-3498,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
The Strategic Functional Organization,https://flevy.com/browse/flevypro/the-strategic-functional-organization-3710,Consulting Frameworks,PowerPoint,28,LearnPPT Consulting
"Presentation Development Primer (Storyboarding, Slide Design)",https://flevy.com/browse/marketplace/presentation-development-primer-storyboarding-slide-design-324,Consulting Frameworks,PowerPoint,28,PPT Lab
Supply Chain Strategy and Performance Management,https://flevy.com/browse/marketplace/supply-chain-strategy-and-performance-management-7750,Consulting Frameworks,PowerPoint,83,SB Consulting 
Value-driven Business Process Management (VBPM),https://flevy.com/browse/flevypro/value-driven-business-process-management-vbpm-3139,Consulting Frameworks,PowerPoint,20,LearnPPT Consulting
Integrated Real Estate Strategy,https://flevy.com/browse/flevypro/integrated-real-estate-strategy-3743,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Initial Meeting Sales Presentation,https://flevy.com/browse/marketplace/initial-meeting-sales-presentation-81,Consulting Frameworks,PowerPoint,18,kgoldin
Consulting Workshop Series: Scenario Planning,https://flevy.com/browse/flevypro/consulting-workshop-series-scenario-planning-3934,Consulting Frameworks,PowerPoint,34,LearnPPT Consulting
Competitive Comparison Analysis,https://flevy.com/browse/marketplace/competitive-comparison-analysis-74,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Lean-led Business Transformation,https://flevy.com/browse/flevypro/lean-led-business-transformation-3788,Consulting Frameworks,PowerPoint,31,LearnPPT Consulting
Sales Excellence - Diagnostic Tool,https://flevy.com/browse/marketplace/sales-excellence-diagnostic-tool-2877,Consulting Frameworks,PowerPoint,15,P-Square Partners
Financial Statement Analysis Toolkit,https://flevy.com/browse/marketplace/financial-statement-analysis-toolkit-7630,Consulting Frameworks,PowerPoint,156,SB Consulting 
Corporate Social Responsibility (CSR) Opportunities,https://flevy.com/browse/flevypro/corporate-social-responsibility-csr-opportunities-3940,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
Risk Management: Cybersecurity Strategy,https://flevy.com/browse/flevypro/risk-management-cybersecurity-strategy-3132,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
8 Levers to Change Management,https://flevy.com/browse/flevypro/8-levers-to-change-management-3847,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Pharma Strategy: Loss of Exclusivity (LOE),https://flevy.com/browse/flevypro/pharma-strategy-loss-of-exclusivity-loe-3287,Consulting Frameworks,PowerPoint,25,LearnPPT Consulting
Strategic Pricing Framework and Tactics,https://flevy.com/browse/marketplace/strategic-pricing-framework-and-tactics-1211,Consulting Frameworks,PowerPoint,56,STRATICX
Process Communication Model (PCM): Personality Types,https://flevy.com/browse/flevypro/process-communication-model-pcm-personality-types-5642,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Lean Warehousing Transformation,https://flevy.com/browse/flevypro/lean-warehousing-transformation-4056,Consulting Frameworks,PowerPoint,27,LearnPPT Consulting
Customer Journey Assessment & Checklist,https://flevy.com/browse/marketplace/customer-journey-assessment-and-checklist-9237,Consulting Frameworks,PowerPoint,42,LearnPPT Consulting
Key Performance Indicators (KPIs) | IT Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-it-functions-8024,Consulting Frameworks,PowerPoint,116,ILMAM - Strategy & Management Consulting
KPI Compilation: 400+ Customer Service KPIs,https://flevy.com/browse/marketplace/kpi-compilation-400-customer-service-kpis-7880,Consulting Frameworks,PowerPoint,97,LearnPPT Consulting
Matrix Organization: Balance of Power,https://flevy.com/browse/flevypro/matrix-organization-balance-of-power-3477,Consulting Frameworks,PowerPoint,27,LearnPPT Consulting
M&A - Fit for Growth,https://flevy.com/browse/flevypro/manda-fit-for-growth-3157,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
FAST Method to Goal Setting,https://flevy.com/browse/flevypro/fast-method-to-goal-setting-3647,Consulting Frameworks,PowerPoint,19,LearnPPT Consulting
Customer-centric Organization: Core Capabilities (Part I),https://flevy.com/browse/flevypro/customer-centric-organization-core-capabilities-part-i-3961,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
Semiconductor Value Chain,https://flevy.com/browse/marketplace/semiconductor-value-chain-8676,Consulting Frameworks,PowerPoint,37,LearnPPT Consulting
Knowledge Management Primer,https://flevy.com/browse/flevypro/knowledge-management-primer-3797,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Digital Transformation: Path to Digital Leadership,https://flevy.com/browse/flevypro/digital-transformation-path-to-digital-leadership-3455,Consulting Frameworks,PowerPoint,26,LearnPPT Consulting
Pricing Strategy Workshop,https://flevy.com/browse/marketplace/pricing-strategy-workshop-764,Consulting Frameworks,PowerPoint,133,Documents & Files
Agile Product Development Playbook for Executive Leadership,https://flevy.com/browse/marketplace/agile-product-development-playbook-for-executive-leadership-7848,Consulting Frameworks,PowerPoint,53,WallStBizStrategist
Retail Banking Value Chain,https://flevy.com/browse/marketplace/retail-banking-value-chain-9097,Consulting Frameworks,PowerPoint,32,LearnPPT Consulting
Cybersecurity Primer,https://flevy.com/browse/flevypro/cybersecurity-primer-3053,Consulting Frameworks,PowerPoint,16,LearnPPT Consulting
4 Stages of Disruption,https://flevy.com/browse/flevypro/4-stages-of-disruption-5265,Consulting Frameworks,PowerPoint,27,LearnPPT Consulting
Strategic Decision Making,https://flevy.com/browse/flevypro/strategic-decision-making-4011,Consulting Frameworks,PowerPoint,30,LearnPPT Consulting
Corporate Performance Measurement,https://flevy.com/browse/marketplace/corporate-performance-measurement-696,Consulting Frameworks,PowerPoint,106,Documents & Files
Logistics and Transportation Value Chain,https://flevy.com/browse/marketplace/logistics-and-transportation-value-chain-8733,Consulting Frameworks,PowerPoint,31,LearnPPT Consulting
Closing the Strategy-to-Performance Gap,https://flevy.com/browse/flevypro/closing-the-strategy-to-performance-gap-2760,Consulting Frameworks,PowerPoint,20,PPT Lab
Strategic Priorities Identification & Analysis,https://flevy.com/browse/flevypro/strategic-priorities-identification-and-analysis-6308,Consulting Frameworks,PowerPoint,32,LearnPPT Consulting
Creating Value Propositions,https://flevy.com/browse/flevypro/creating-value-propositions-1709,Consulting Frameworks,PowerPoint,14,LearnPPT Consulting
Human Resources (HR) Ecosystem,https://flevy.com/browse/flevypro/human-resources-hr-ecosystem-5484,Consulting Frameworks,PowerPoint,25,LearnPPT Consulting
7 Principles of Business Process Reengineering (BPR),https://flevy.com/browse/flevypro/7-principles-of-business-process-reengineering-bpr-5203,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Introduction to Market Analysis,https://flevy.com/browse/marketplace/introduction-to-market-analysis-1590,Consulting Frameworks,PowerPoint,36,LearnPPT Consulting
Multisided Platform (MSP) Strategy,https://flevy.com/browse/flevypro/multisided-platform-msp-strategy-5567,Consulting Frameworks,PowerPoint,34,PPT Lab
Key Performance Indicator (KPI) Strategies: Part 1,https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-1-4005,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Capability Development,https://flevy.com/browse/flevypro/capability-development-3351,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
Quantifying the Size and Growth of a Market,https://flevy.com/browse/flevypro/quantifying-the-size-and-growth-of-a-market-1697,Consulting Frameworks,PowerPoint,16,LearnPPT Consulting
Customer Experience Transformation: Customer Care,https://flevy.com/browse/flevypro/customer-experience-transformation-customer-care-3241,Consulting Frameworks,PowerPoint,22,LearnPPT Consulting
Business Wind Down Checklist,https://flevy.com/browse/flevypro/business-wind-down-checklist-8309,Consulting Frameworks,PowerPoint,35,LearnPPT Consulting
Guide to Delivering Best-in-Class Customer Care,https://flevy.com/browse/marketplace/guide-to-delivering-best-in-class-customer-care-2883,Consulting Frameworks,PowerPoint,78,P-Square Partners
Experience Economy,https://flevy.com/browse/flevypro/experience-economy-8086,Consulting Frameworks,PowerPoint,34,LearnPPT Consulting
M&A Growth Strategy: Pre-deal Preparation,https://flevy.com/browse/flevypro/manda-growth-strategy-pre-deal-preparation-5680,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
Strategy Classics: Porter's Value Chain,https://flevy.com/browse/flevypro/strategy-classics-porters-value-chain-4058,Consulting Frameworks,PowerPoint,23,LearnPPT Consulting
Oil and Gas Value Chain,https://flevy.com/browse/marketplace/oil-and-gas-value-chain-8749,Consulting Frameworks,PowerPoint,34,LearnPPT Consulting
Post-merger Integration (PMI): Revenue Synergies,https://flevy.com/browse/flevypro/post-merger-integration-pmi-revenue-synergies-3953,Consulting Frameworks,PowerPoint,27,LearnPPT Consulting
Analyzing the Competitive Position of a Company,https://flevy.com/browse/flevypro/analyzing-the-competitive-position-of-a-company-1699,Consulting Frameworks,PowerPoint,18,LearnPPT Consulting
Management Consulting Problem Solving Process (Arabic),https://flevy.com/browse/flevypro/management-consulting-problem-solving-process-arabic-6687,Consulting Frameworks,PowerPoint,20,Flevy Arabia
Analyzing the Competitive Landscape,https://flevy.com/browse/flevypro/analyzing-the-competitive-landscape-1698,Consulting Frameworks,PowerPoint,33,LearnPPT Consulting
Cost Drivers Analysis,https://flevy.com/browse/marketplace/cost-drivers-analysis-76,Consulting Frameworks,PowerPoint,18,LearnPPT Consulting
Marketing Organization 2.0,https://flevy.com/browse/flevypro/marketing-organization-2-0-2935,Consulting Frameworks,PowerPoint,21,LearnPPT Consulting
Purchasing Chessboard,https://flevy.com/browse/flevypro/purchasing-chessboard-3045,Consulting Frameworks,PowerPoint,24,LearnPPT Consulting
E-Commerce Value Chain,https://flevy.com/browse/marketplace/e-commerce-value-chain-8677,Consulting Frameworks,PowerPoint,33,LearnPPT Consulting
