title,url,category,filetype,slide_count,publishing_consultancy
TWI Program: Job Instruction (JI) Training,https://flevy.com/browse/marketplace/twi-program-job-instruction-ji-training-607,"Organization, Change, & HR",PowerPoint,129,Operational Excellence Consulting
"Change Management - Process Guide (ITSM, ISO 20000)",https://flevy.com/browse/marketplace/change-management-process-guide-itsm-iso-20000-3864,"Organization, Change, & HR",Word,54,Ivana Nissen
PMO - Performance Management Plan,https://flevy.com/browse/flevypro/pmo-performance-management-plan-2430,"Organization, Change, & HR",Excel,,Flevy
Leadership Presence,https://flevy.com/browse/flevypro/leadership-presence-4035,"Organization, Change, & HR",PowerPoint,23,LearnPPT Consulting
Matrix Organization: Balance of Power,https://flevy.com/browse/flevypro/matrix-organization-balance-of-power-3477,"Organization, Change, & HR",PowerPoint,27,LearnPPT Consulting
Accelerated Transformation & Turnaround,https://flevy.com/browse/marketplace/accelerated-transformation-and-turnaround-7624,"Organization, Change, & HR",PowerPoint,316,SB Consulting 
Team Management Models,https://flevy.com/browse/marketplace/team-management-models-1212,"Organization, Change, & HR",PowerPoint,128,Operational Excellence Consulting
Values-Based Leadership Business Toolkit (+Templates),https://flevy.com/browse/marketplace/values-based-leadership-business-toolkit-templates-9533,"Organization, Change, & HR",PowerPoint,799,SB Consulting 
Change Management Toolkit,https://flevy.com/browse/marketplace/change-management-toolkit-7248,"Organization, Change, & HR",PowerPoint,286,SB Consulting 
Recruitment Management Excel Template,https://flevy.com/browse/marketplace/recruitment-management-excel-template-8879,"Organization, Change, & HR",Excel,,Improve Your Excel
TWI Program: Job Methods (JM) Training,https://flevy.com/browse/marketplace/twi-program-job-methods-jm-training-1505,"Organization, Change, & HR",PowerPoint,105,Operational Excellence Consulting
Compensation - Annual Increase Merit Matrix Template,https://flevy.com/browse/marketplace/compensation-annual-increase-merit-matrix-template-9156,"Organization, Change, & HR",Excel,,Ignite Reward Consulting
The Silly Cow Exercise,https://flevy.com/browse/marketplace/the-silly-cow-exercise-5397,"Organization, Change, & HR",PowerPoint,23,Operational Excellence Consulting
Cultural Web Model,https://flevy.com/browse/flevypro/cultural-web-model-7801,"Organization, Change, & HR",PowerPoint,30,LearnPPT Consulting
Cultural Intelligence (CQ) Primer,https://flevy.com/browse/flevypro/cultural-intelligence-cq-primer-8236,"Organization, Change, & HR",PowerPoint,31,LearnPPT Consulting
Key Business Processes | Human Capital Management,https://flevy.com/browse/marketplace/key-business-processes-human-capital-management-8138,"Organization, Change, & HR",PowerPoint,17,ILMAM - Strategy & Management Consulting
Key Business Processes | Risk and Compliance,https://flevy.com/browse/marketplace/key-business-processes-risk-and-compliance-8145,"Organization, Change, & HR",PowerPoint,13,ILMAM - Strategy & Management Consulting
Five Stages of Team Dynamics,https://flevy.com/browse/flevypro/five-stages-of-team-dynamics-8644,"Organization, Change, & HR",PowerPoint,33,LearnPPT Consulting
6 Pillars of Talent Management,https://flevy.com/browse/flevypro/6-pillars-of-talent-management-5271,"Organization, Change, & HR",PowerPoint,25,LearnPPT Consulting
Time-to-Value Management,https://flevy.com/browse/flevypro/time-to-value-management-3363,"Organization, Change, & HR",PowerPoint,24,LearnPPT Consulting
4 Types of Corporate Culture,https://flevy.com/browse/flevypro/4-types-of-corporate-culture-3478,"Organization, Change, & HR",PowerPoint,22,LearnPPT Consulting
Aon Hewitt Employee Engagement Model,https://flevy.com/browse/flevypro/aon-hewitt-employee-engagement-model-2677,"Organization, Change, & HR",PowerPoint,21,PPT Lab
Corporate Social Responsibility (CSR) Opportunities,https://flevy.com/browse/flevypro/corporate-social-responsibility-csr-opportunities-3940,"Organization, Change, & HR",PowerPoint,21,LearnPPT Consulting
Workshop Facilitation Techniques (Volume 1),https://flevy.com/browse/flevypro/workshop-facilitation-techniques-volume-1-3848,"Organization, Change, & HR",PowerPoint,28,LearnPPT Consulting
"ESG Risk, Opportunity, and Reporting",https://flevy.com/browse/marketplace/esg-risk-opportunity-and-reporting-7182,"Organization, Change, & HR",PDF,148,Amer Morgan
Target Operating Model (TOM)  Framework,https://flevy.com/browse/marketplace/target-operating-model-tom-framework-7121,"Organization, Change, & HR",PowerPoint,48,SB Consulting 
The Inclusive Leader,https://flevy.com/browse/marketplace/the-inclusive-leader-5438,"Organization, Change, & HR",PowerPoint,24,Gafford Consulting
Stakeholder Analysis Matrix,https://flevy.com/browse/marketplace/stakeholder-analysis-matrix-709,"Organization, Change, & HR",Excel,,Demand Metric
IT Governance Framework,https://flevy.com/browse/marketplace/it-governance-framework-1294,"Organization, Change, & HR",PowerPoint,23,preetyg1
Form 003 Pre Start Briefing,https://flevy.com/browse/marketplace/form-003-pre-start-briefing-343,"Organization, Change, & HR",Word,2,gmclennan
How to Conduct Consulting Interviews,https://flevy.com/browse/marketplace/how-to-conduct-consulting-interviews-743,"Organization, Change, & HR",PowerPoint,32,Documents & Files
Procurement Maturity Model,https://flevy.com/browse/flevypro/procurement-maturity-model-2962,"Organization, Change, & HR",PowerPoint,22,LearnPPT Consulting
Digital Transformation: Next-gen Operating Model,https://flevy.com/browse/flevypro/digital-transformation-next-gen-operating-model-3976,"Organization, Change, & HR",PowerPoint,24,LearnPPT Consulting
Learning Organization: 5 Building Blocks,https://flevy.com/browse/flevypro/learning-organization-5-building-blocks-3827,"Organization, Change, & HR",PowerPoint,37,LearnPPT Consulting
Innovation Strategies & Leaders,https://flevy.com/browse/flevypro/innovation-strategies-and-leaders-3034,"Organization, Change, & HR",PowerPoint,19,LearnPPT Consulting
Reorganization: New Organization Effectiveness,https://flevy.com/browse/flevypro/reorganization-new-organization-effectiveness-2700,"Organization, Change, & HR",PowerPoint,16,LearnPPT Consulting
Causal Model of Organizational Performance and Change,https://flevy.com/browse/flevypro/causal-model-of-organizational-performance-and-change-1982,"Organization, Change, & HR",PowerPoint,17,PPT Lab
Self Leadership,https://flevy.com/browse/marketplace/self-leadership-5370,"Organization, Change, & HR",PowerPoint,64,Gafford Consulting
ISO 37000:2021 (Governance of Organizations) Awareness,https://flevy.com/browse/marketplace/iso-370002021-governance-of-organizations-awareness-8464,"Organization, Change, & HR",PowerPoint,72,Operational Excellence Consulting
Corporate Sustainability Frameworks,https://flevy.com/browse/marketplace/corporate-sustainability-frameworks-6367,"Organization, Change, & HR",PowerPoint,130,Operational Excellence Consulting
McKinsey 7S Framework,https://flevy.com/browse/marketplace/mckinsey-7s-framework-3169,"Organization, Change, & HR",PowerPoint,122,Operational Excellence Consulting
Communication Workbook,https://flevy.com/browse/marketplace/communication-workbook-740,"Organization, Change, & HR",Excel,,Documents & Files
Message Mapping Tool,https://flevy.com/browse/marketplace/message-mapping-tool-712,"Organization, Change, & HR",Excel,,Demand Metric
5S Audit Checklist for Manufacturing Companies,https://flevy.com/browse/marketplace/5s-audit-checklist-for-manufacturing-companies-2680,"Organization, Change, & HR",PowerPoint,28,Operational Excellence Consulting
Lean - 5S Visual Workplace Organization,https://flevy.com/browse/marketplace/lean-5s-visual-workplace-organization-602,"Organization, Change, & HR",PowerPoint,123,Operational Excellence Consulting LLC
A Guide to Organisational Design,https://flevy.com/browse/marketplace/a-guide-to-organisational-design-1035,"Organization, Change, & HR",PowerPoint,19,The Highway of Change
Knowledge Management Toolkit,https://flevy.com/browse/marketplace/knowledge-management-toolkit-7217,"Organization, Change, & HR",PowerPoint,167,SB Consulting 
Kanban Board: Target Operating Model (TOM),https://flevy.com/browse/marketplace/kanban-board-target-operating-model-tom-5960,"Organization, Change, & HR",Excel,,Gerard Blokdijk
Enterprise Performance Management,https://flevy.com/browse/marketplace/enterprise-performance-management-8068,"Organization, Change, & HR",PowerPoint,129,SB Consulting 
Change Management Process (ITIL ISO 20000),https://flevy.com/browse/marketplace/change-management-process-itil-iso-20000-4040,"Organization, Change, & HR",Word,42,Md Monirul Islam
A Guide to Organisational Culture Change,https://flevy.com/browse/marketplace/a-guide-to-organisational-culture-change-5208,"Organization, Change, & HR",PowerPoint,64,The Highway of Change
Leadership & Motivation Theories & Models,https://flevy.com/browse/marketplace/leadership-and-motivation-theories-and-models-1217,"Organization, Change, & HR",PowerPoint,237,Operational Excellence Consulting
Plan for Performance Methodology,https://flevy.com/browse/marketplace/plan-for-performance-methodology-746,"Organization, Change, & HR",PowerPoint,66,Documents & Files
Return on Training Investment (ROTI),https://flevy.com/browse/flevypro/return-on-training-investment-roti-5565,"Organization, Change, & HR",PowerPoint,24,LearnPPT Consulting
Process Communication Model (PCM): Personality Types,https://flevy.com/browse/flevypro/process-communication-model-pcm-personality-types-5642,"Organization, Change, & HR",PowerPoint,23,LearnPPT Consulting
Strategic Decision Making,https://flevy.com/browse/flevypro/strategic-decision-making-4011,"Organization, Change, & HR",PowerPoint,30,LearnPPT Consulting
Business Process Maturity Model (BPMM) Series: Managed,https://flevy.com/browse/flevypro/business-process-maturity-model-bpmm-series-managed-4311,"Organization, Change, & HR",PowerPoint,26,LearnPPT Consulting
Sustainability-based Management Primer,https://flevy.com/browse/flevypro/sustainability-based-management-primer-5109,"Organization, Change, & HR",PowerPoint,23,LearnPPT Consulting
Maintaining Energy-to-Change,https://flevy.com/browse/flevypro/maintaining-energy-to-change-3173,"Organization, Change, & HR",PowerPoint,21,LearnPPT Consulting
IT Decision Making Framework,https://flevy.com/browse/flevypro/it-decision-making-framework-2884,"Organization, Change, & HR",PowerPoint,20,LearnPPT Consulting
Global Talent Innovation,https://flevy.com/browse/flevypro/global-talent-innovation-3732,"Organization, Change, & HR",PowerPoint,30,LearnPPT Consulting
Psychology of Change Management,https://flevy.com/browse/flevypro/psychology-of-change-management-3430,"Organization, Change, & HR",PowerPoint,21,LearnPPT Consulting
Digital Talent Lifecycle,https://flevy.com/browse/flevypro/digital-talent-lifecycle-3193,"Organization, Change, & HR",PowerPoint,24,LearnPPT Consulting
Empowering Small Teams,https://flevy.com/browse/flevypro/empowering-small-teams-3389,"Organization, Change, & HR",PowerPoint,23,LearnPPT Consulting
Motivating Your Workforce,https://flevy.com/browse/marketplace/motivating-your-workforce-5360,"Organization, Change, & HR",PowerPoint,51,Gafford Consulting
Goal Setting,https://flevy.com/browse/marketplace/goal-setting-5367,"Organization, Change, & HR",PowerPoint,36,Gafford Consulting
Create an Organizational Change Management Plan,https://flevy.com/browse/marketplace/create-an-organizational-change-management-plan-6291,"Organization, Change, & HR",PowerPoint,49,RadVector  Consulting
"Active Listening, Meetings and Presentations",https://flevy.com/browse/marketplace/active-listening-meetings-and-presentations-969,"Organization, Change, & HR",PowerPoint,36,The Highway of Change
Snapshot Guide to Better Known Change Management Models/Methodologies,https://flevy.com/browse/marketplace/snapshot-guide-to-better-known-change-management-models-methodologies-1061,"Organization, Change, & HR",PowerPoint,68,The Highway of Change
The Blue-Green Game,https://flevy.com/browse/marketplace/the-blue-green-game-5394,"Organization, Change, & HR",PowerPoint,35,Operational Excellence Consulting
"Kanban Board: Governance, Risk, and Compliance",https://flevy.com/browse/marketplace/kanban-board-governance-risk-and-compliance-5932,"Organization, Change, & HR",Excel,,Gerard Blokdijk
Employee Engagement Management - Guide,https://flevy.com/browse/marketplace/employee-engagement-management-guide-7156,"Organization, Change, & HR",PowerPoint,105,SB Consulting 
Coaching and Mentoring,https://flevy.com/browse/marketplace/coaching-and-mentoring-5363,"Organization, Change, & HR",PowerPoint,66,Gafford Consulting
The Ultimate Work Life Balance Masterclass,https://flevy.com/browse/marketplace/the-ultimate-work-life-balance-masterclass-7113,"Organization, Change, & HR",PowerPoint,22,HSE-Q Training International
Turnaround Management,https://flevy.com/browse/marketplace/turnaround-management-7063,"Organization, Change, & HR",PowerPoint,92,SB Consulting 
Visual Management SQDCM Board,https://flevy.com/browse/marketplace/visual-management-sqdcm-board-5495,"Organization, Change, & HR",PowerPoint,8,Amine
Training Needs Analysis Template v3.0,https://flevy.com/browse/marketplace/training-needs-analysis-template-v3-0-4861,"Organization, Change, & HR",Excel,,Adaptive US Inc.
Effective Client Communication,https://flevy.com/browse/marketplace/effective-client-communication-2446,"Organization, Change, & HR",PowerPoint,46,Operational Excellence Consulting
Kamishibai Boards,https://flevy.com/browse/marketplace/kamishibai-boards-5512,"Organization, Change, & HR",PowerPoint,20,FranklinGood
Behavioral Competency Based Interviews Guide,https://flevy.com/browse/marketplace/behavioral-competency-based-interviews-guide-242,"Organization, Change, & HR",PowerPoint,35,Busintellect
M&A-driven Organizational Design,https://flevy.com/browse/flevypro/manda-driven-organizational-design-3203,"Organization, Change, & HR",PowerPoint,21,LearnPPT Consulting
The Strategic Functional Organization,https://flevy.com/browse/flevypro/the-strategic-functional-organization-3710,"Organization, Change, & HR",PowerPoint,28,LearnPPT Consulting
Soft Side of Post-merger Integration (PMI),https://flevy.com/browse/flevypro/soft-side-of-post-merger-integration-pmi-2930,"Organization, Change, & HR",PowerPoint,21,LearnPPT Consulting
Digital Transformation: Workforce Digitization,https://flevy.com/browse/flevypro/digital-transformation-workforce-digitization-3969,"Organization, Change, & HR",PowerPoint,24,LearnPPT Consulting
Strategy and Finance Alignment,https://flevy.com/browse/flevypro/strategy-and-finance-alignment-3684,"Organization, Change, & HR",PowerPoint,22,LearnPPT Consulting
Time Management by Six-box To-do List,https://flevy.com/browse/flevypro/time-management-by-six-box-to-do-list-3368,"Organization, Change, & HR",PowerPoint,19,LearnPPT Consulting
Team Resilience,https://flevy.com/browse/flevypro/team-resilience-4173,"Organization, Change, & HR",PowerPoint,22,LearnPPT Consulting
Centralization and Decentralization,https://flevy.com/browse/flevypro/centralization-and-decentralization-2538,"Organization, Change, & HR",PowerPoint,15,PPT Lab
Leadership Guide for Managers,https://flevy.com/browse/marketplace/leadership-guide-for-managers-7378,"Organization, Change, & HR",PowerPoint,221,SB Consulting 
Strategic Change Management,https://flevy.com/browse/marketplace/strategic-change-management-7538,"Organization, Change, & HR",PowerPoint,198,SB Consulting 
Policies and Procedures Management,https://flevy.com/browse/marketplace/policies-and-procedures-management-8780,"Organization, Change, & HR",PowerPoint,151,SB Consulting 
Leadership Skills,https://flevy.com/browse/marketplace/leadership-skills-5362,"Organization, Change, & HR",PowerPoint,73,Gafford Consulting
Performance Management Toolkit,https://flevy.com/browse/marketplace/performance-management-toolkit-7094,"Organization, Change, & HR",PowerPoint,164,SB Consulting 
Building Better Teams,https://flevy.com/browse/marketplace/building-better-teams-5361,"Organization, Change, & HR",PowerPoint,55,Gafford Consulting
Change Management - 84 Models,https://flevy.com/browse/marketplace/change-management-84-models-6655,"Organization, Change, & HR",PowerPoint,104,RadVector  Consulting
Strategic Human Resource Management,https://flevy.com/browse/marketplace/strategic-human-resource-management-6122,"Organization, Change, & HR",PowerPoint,19,UJ Consulting
Organisational Culture and Change Training,https://flevy.com/browse/marketplace/organisational-culture-and-change-training-7116,"Organization, Change, & HR",PowerPoint,250,SB Consulting 
PMP Stakeholder Management,https://flevy.com/browse/marketplace/pmp-stakeholder-management-1519,"Organization, Change, & HR",PowerPoint,51,gureser
Organization Structure,https://flevy.com/browse/marketplace/organization-structure-6116,"Organization, Change, & HR",PowerPoint,56,UJ Consulting
Goal Setting - Training Guides,https://flevy.com/browse/marketplace/goal-setting-training-guides-5429,"Organization, Change, & HR",Word,51,Gafford Consulting
Coaching and Mentoring - Training Guides,https://flevy.com/browse/marketplace/coaching-and-mentoring-training-guides-5425,"Organization, Change, & HR",Word,55,Gafford Consulting
Sustainability Management Toolkit and Frameworks,https://flevy.com/browse/marketplace/sustainability-management-toolkit-and-frameworks-7363,"Organization, Change, & HR",PowerPoint,250,SB Consulting 
Organizational Behavior & Design,https://flevy.com/browse/marketplace/organizational-behavior-and-design-8023,"Organization, Change, & HR",PowerPoint,229,SB Consulting 
Situational Leadership Toolkit,https://flevy.com/browse/marketplace/situational-leadership-toolkit-7357,"Organization, Change, & HR",PowerPoint,175,SB Consulting 
People & Culture Excellence,https://flevy.com/browse/marketplace/people-and-culture-excellence-7948,"Organization, Change, & HR",PowerPoint,101,SB Consulting 
Target Operating Model (TOM) Core Competencies (600 KPIs),https://flevy.com/browse/marketplace/target-operating-model-tom-core-competencies-600-kpis-9201,"Organization, Change, & HR",PowerPoint,1115,SB Consulting 
Advanced Writing Skills,https://flevy.com/browse/marketplace/advanced-writing-skills-5364,"Organization, Change, & HR",PowerPoint,39,Gafford Consulting
Leadership Skills - Training Guides,https://flevy.com/browse/marketplace/leadership-skills-training-guides-5424,"Organization, Change, & HR",Word,65,Gafford Consulting
"FCM 7 - Training, Business Readiness and Adoption & Usage",https://flevy.com/browse/marketplace/fcm-7-training-business-readiness-and-adoption-and-usage-6160,"Organization, Change, & HR",PowerPoint,77,The Highway of Change
Change Management Strategy: Software Implementation,https://flevy.com/browse/marketplace/change-management-strategy-software-implementation-8171,"Organization, Change, & HR",PowerPoint,32,Gafford Consulting
Influencing Skills,https://flevy.com/browse/marketplace/influencing-skills-5440,"Organization, Change, & HR",PowerPoint,22,Gafford Consulting
Feedback in the Moment,https://flevy.com/browse/marketplace/feedback-in-the-moment-5436,"Organization, Change, & HR",PowerPoint,34,Gafford Consulting
Enterprise Change Management,https://flevy.com/browse/marketplace/enterprise-change-management-6741,"Organization, Change, & HR",Word,69,UJ Consulting
The Methods for Organizational Effectiveness,https://flevy.com/browse/marketplace/the-methods-for-organizational-effectiveness-6742,"Organization, Change, & HR",Word,35,UJ Consulting
Current State Analysis (CSA) - Team Self-Assessment Tool,https://flevy.com/browse/marketplace/current-state-analysis-csa-team-self-assessment-tool-3583,"Organization, Change, & HR",PowerPoint,110,Operational Excellence Consulting LLC
TWI Program: Job Relations (JR) Training,https://flevy.com/browse/marketplace/twi-program-job-relations-jr-training-613,"Organization, Change, & HR",PowerPoint,97,Operational Excellence Consulting
Workplace Leadership,https://flevy.com/browse/marketplace/workplace-leadership-1052,"Organization, Change, & HR",PowerPoint,107,OpEx Academy NZ
Leadership Theories & Models,https://flevy.com/browse/marketplace/leadership-theories-and-models-1272,"Organization, Change, & HR",Word,73,Grant Stanley
A Framework for Measuring Business Readiness & Adoption,https://flevy.com/browse/marketplace/a-framework-for-measuring-business-readiness-and-adoption-967,"Organization, Change, & HR",PowerPoint,15,The Highway of Change
World Class HRM Best Practice,https://flevy.com/browse/marketplace/world-class-hrm-best-practice-6428,"Organization, Change, & HR",PowerPoint,182,UJ Consulting
Organizational Effectiveness,https://flevy.com/browse/marketplace/organizational-effectiveness-6442,"Organization, Change, & HR",PowerPoint,61,UJ Consulting
Target Operating Model,https://flevy.com/browse/marketplace/target-operating-model-3856,"Organization, Change, & HR",PowerPoint,12,Gert and Harry - Envisioning
Market Entry Assessment Guide,https://flevy.com/browse/marketplace/market-entry-assessment-guide-3768,"Organization, Change, & HR",PowerPoint,39,Corporate Finance 101
Performance-driven Culture,https://flevy.com/browse/flevypro/performance-driven-culture-6401,"Organization, Change, & HR",PowerPoint,26,LearnPPT Consulting
Post-merger Integration (PMI): Target Operating Model (TOM),https://flevy.com/browse/flevypro/post-merger-integration-pmi-target-operating-model-tom-7875,"Organization, Change, & HR",PowerPoint,38,LearnPPT Consulting
Re-engagement after Restructuring,https://flevy.com/browse/flevypro/re-engagement-after-restructuring-5451,"Organization, Change, & HR",PowerPoint,23,LearnPPT Consulting
Exceptional Leadership,https://flevy.com/browse/flevypro/exceptional-leadership-5906,"Organization, Change, & HR",PowerPoint,21,LearnPPT Consulting
Capability Maturity Model (CMM),https://flevy.com/browse/flevypro/capability-maturity-model-cmm-2468,"Organization, Change, & HR",PowerPoint,10,PPT Lab
Burke-Litwin Change Model,https://flevy.com/browse/flevypro/burke-litwin-change-model-3981,"Organization, Change, & HR",PowerPoint,26,LearnPPT Consulting
Learning Organization Primer,https://flevy.com/browse/flevypro/learning-organization-primer-3829,"Organization, Change, & HR",PowerPoint,26,LearnPPT Consulting
Understanding GRC Strategies in IPO Organizations,https://flevy.com/browse/marketplace/understanding-grc-strategies-in-ipo-organizations-7877,"Organization, Change, & HR",PDF,250,Amer Morgan
Advanced Executive Education Workshop,https://flevy.com/browse/marketplace/advanced-executive-education-workshop-8085,"Organization, Change, & HR",PowerPoint,297,SB Consulting 
Create and Manage High Performance Teams,https://flevy.com/browse/marketplace/create-and-manage-high-performance-teams-7160,"Organization, Change, & HR",PowerPoint,133,SB Consulting 
Conflict Management Toolkit,https://flevy.com/browse/marketplace/conflict-management-toolkit-8501,"Organization, Change, & HR",PowerPoint,173,SB Consulting 
Performance-Driven Culture Toolkit,https://flevy.com/browse/marketplace/performance-driven-culture-toolkit-7959,"Organization, Change, & HR",PowerPoint,107,SB Consulting 
Sales Negotiation Toolkit,https://flevy.com/browse/marketplace/sales-negotiation-toolkit-9400,"Organization, Change, & HR",PowerPoint,1399,SB Consulting 
Building Better Teams - Training Guides,https://flevy.com/browse/marketplace/building-better-teams-training-guides-5423,"Organization, Change, & HR",Word,49,Gafford Consulting
"Practical Guide to Governance, Risk, and Compliance (GRC)",https://flevy.com/browse/marketplace/practical-guide-to-governance-risk-and-compliance-grc-9257,"Organization, Change, & HR",PDF,33,Amer Morgan
Turnover Report and Dashboard,https://flevy.com/browse/marketplace/turnover-report-and-dashboard-9093,"Organization, Change, & HR",Excel,,Improve Your Excel
Time Management - Training Guides,https://flevy.com/browse/marketplace/time-management-training-guides-5434,"Organization, Change, & HR",Word,77,Gafford Consulting
ISO 37K Governance of Organizations Maturity Assessment Tool,https://flevy.com/browse/marketplace/iso-37k-governance-of-organizations-maturity-assessment-tool-9246,"Organization, Change, & HR",PDF,13,Patrick Gitau 
Organization Chart Templates,https://flevy.com/browse/marketplace/organization-chart-templates-9318,"Organization, Change, & HR",PowerPoint,39,RadVector  Consulting
Implementing 1st S of the 5S: Seiri (Sort),https://flevy.com/browse/marketplace/implementing-1st-s-of-the-5s-seiri-sort-6766,"Organization, Change, & HR",PowerPoint,23,Quality Professionals Group
Main Reasons for Change Failure According to ChatGPT,https://flevy.com/browse/marketplace/main-reasons-for-change-failure-according-to-chatgpt-9110,"Organization, Change, & HR",PowerPoint,13,The Highway of Change
Organizational Communication,https://flevy.com/browse/marketplace/organizational-communication-6098,"Organization, Change, & HR",PowerPoint,33,UJ Consulting
Coaching Training Workshop (with Mentoring Integration),https://flevy.com/browse/marketplace/coaching-training-workshop-with-mentoring-integration-2888,"Organization, Change, & HR",PowerPoint,108,HyCap Consulting (John Rohe)
Leading Change Field Guide,https://flevy.com/browse/marketplace/leading-change-field-guide-656,"Organization, Change, & HR",PDF,81,Documents & Files
Strategic Human Resources,https://flevy.com/browse/marketplace/strategic-human-resources-147,"Organization, Change, & HR",PowerPoint,100,tosime
Procurement: Supplier Negotiation Skills,https://flevy.com/browse/marketplace/procurement-supplier-negotiation-skills-2238,"Organization, Change, & HR",PowerPoint,56,Procurement Solutions Group
Competing Values Framework (CVF),https://flevy.com/browse/marketplace/competing-values-framework-cvf-2436,"Organization, Change, & HR",PowerPoint,91,Ganesh Rajagopalan
Training Management,https://flevy.com/browse/marketplace/training-management-1097,"Organization, Change, & HR",PowerPoint,29,The Highway of Change
Human Resource Strategy,https://flevy.com/browse/marketplace/human-resource-strategy-6759,"Organization, Change, & HR",Word,18,UJ Consulting
Agile Coach and Scrum Master Onboarding Experience Strategy,https://flevy.com/browse/marketplace/agile-coach-and-scrum-master-onboarding-experience-strategy-4039,"Organization, Change, & HR",PowerPoint,6,WallStBizStrategist
Target Operating Model (TOM) Framework,https://flevy.com/browse/marketplace/target-operating-model-tom-framework-5477,"Organization, Change, & HR",PowerPoint,2,Fin-Wiser Advisory
Strategic People / Human Resource Planning,https://flevy.com/browse/marketplace/strategic-people-human-resource-planning-707,"Organization, Change, & HR",PowerPoint,66,Haines Centre
Assessment Dashboard - Capability Maturity Model (CMM),https://flevy.com/browse/marketplace/assessment-dashboard-capability-maturity-model-cmm-3153,"Organization, Change, & HR",Excel,,Gerard Blokdijk
Assessment Dashboard - Change Management,https://flevy.com/browse/marketplace/assessment-dashboard-change-management-2987,"Organization, Change, & HR",Excel,,Gerard Blokdijk
Training Within Industry (TWI) Frameworks,https://flevy.com/browse/marketplace/training-within-industry-twi-frameworks-2414,"Organization, Change, & HR",PowerPoint,63,Operational Excellence Consulting
Self-transformation Before Strategy of Startup,https://flevy.com/browse/marketplace/self-transformation-before-strategy-of-startup-3427,"Organization, Change, & HR",PowerPoint,81,Dr. Stephen Sweid
Total Leadership Series (Course 8) - Leading Your Team,https://flevy.com/browse/marketplace/total-leadership-series-course-8-leading-your-team-1643,"Organization, Change, & HR",PowerPoint,18,Total Quality Management
Post Merger Integration (PMI) Change Management,https://flevy.com/browse/marketplace/post-merger-integration-pmi-change-management-7670,"Organization, Change, & HR",PowerPoint,156,SB Consulting 
Auditing and Improving Business Performance,https://flevy.com/browse/marketplace/auditing-and-improving-business-performance-216,"Organization, Change, & HR",PDF,42,John Kyriazoglou
Corporate Change Management,https://flevy.com/browse/marketplace/corporate-change-management-6450,"Organization, Change, & HR",PowerPoint,45,UJ Consulting
Change Management Poster,https://flevy.com/browse/marketplace/change-management-poster-5319,"Organization, Change, & HR",PDF,3,Operational Excellence Consulting
Business Communications - Best Practice,https://flevy.com/browse/marketplace/business-communications-best-practice-2075,"Organization, Change, & HR",PowerPoint,12,P-Square Partners
McKinsey 7S Framework Poster,https://flevy.com/browse/marketplace/mckinsey-7s-framework-poster-5869,"Organization, Change, & HR",PDF,5,Operational Excellence Consulting
Employee Performance Guide,https://flevy.com/browse/marketplace/employee-performance-guide-304,"Organization, Change, & HR",PowerPoint,32,Pontifica
7 Principles of Culture Change,https://flevy.com/browse/flevypro/7-principles-of-culture-change-5971,"Organization, Change, & HR",PowerPoint,28,LearnPPT Consulting
Cynefin Framework,https://flevy.com/browse/flevypro/cynefin-framework-7184,"Organization, Change, & HR",PowerPoint,28,LearnPPT Consulting
Stages of Team Development,https://flevy.com/browse/flevypro/stages-of-team-development-3586,"Organization, Change, & HR",PowerPoint,24,LearnPPT Consulting
Redeployment after Restructuring,https://flevy.com/browse/flevypro/redeployment-after-restructuring-5408,"Organization, Change, & HR",PowerPoint,28,LearnPPT Consulting
Human Resources (HR) Ecosystem,https://flevy.com/browse/flevypro/human-resources-hr-ecosystem-5484,"Organization, Change, & HR",PowerPoint,25,LearnPPT Consulting
Sales Compensation Cycle,https://flevy.com/browse/flevypro/sales-compensation-cycle-5276,"Organization, Change, & HR",PowerPoint,26,LearnPPT Consulting
5 Dimensions of Employee Engagement,https://flevy.com/browse/flevypro/5-dimensions-of-employee-engagement-5272,"Organization, Change, & HR",PowerPoint,24,LearnPPT Consulting
Employee Onboarding,https://flevy.com/browse/flevypro/employee-onboarding-5341,"Organization, Change, & HR",PowerPoint,28,LearnPPT Consulting
Organizational Silos Primer,https://flevy.com/browse/flevypro/organizational-silos-primer-3842,"Organization, Change, & HR",PowerPoint,25,LearnPPT Consulting
Corporate Social Responsibility (CSR): Sources of Value,https://flevy.com/browse/flevypro/corporate-social-responsibility-csr-sources-of-value-3942,"Organization, Change, & HR",PowerPoint,29,LearnPPT Consulting
Building Leadership Credibility,https://flevy.com/browse/flevypro/building-leadership-credibility-3660,"Organization, Change, & HR",PowerPoint,21,LearnPPT Consulting
Digital Transformation: Talent Management,https://flevy.com/browse/flevypro/digital-transformation-talent-management-5281,"Organization, Change, & HR",PowerPoint,25,LearnPPT Consulting
Workplace Productivity Primer,https://flevy.com/browse/flevypro/workplace-productivity-primer-3975,"Organization, Change, & HR",PowerPoint,26,LearnPPT Consulting
Matrix Organization Primer,https://flevy.com/browse/flevypro/matrix-organization-primer-3469,"Organization, Change, & HR",PowerPoint,27,LearnPPT Consulting
Consulting Workshop Series: Overview,https://flevy.com/browse/flevypro/consulting-workshop-series-overview-3865,"Organization, Change, & HR",PowerPoint,23,LearnPPT Consulting
