title,url,category,filetype,slide_count,publishing_consultancy
Navigating the VUCA World - A CEOs Guide (+200 Templates),https://flevy.com/browse/marketplace/navigating-the-vuca-world-a-ceos-guide-200-templates-9489,Strategy & Transformation,PowerPoint,926,SB Consulting 
"DACI (Driver, Approver, Contributor, Informed) Framework",https://flevy.com/browse/marketplace/daci-driver-approver-contributor-informed-framework-9391,Strategy & Transformation,PowerPoint,49,Operational Excellence Consulting
Proposal for Organizational Restructuring (Big 4),https://flevy.com/browse/marketplace/proposal-for-organizational-restructuring-big-4-7025,Strategy & Transformation,PowerPoint,68,Shaleen Sinha
Rumelt's Strategy Evaluation Framework,https://flevy.com/browse/flevypro/rumelts-strategy-evaluation-framework-9159,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Innovation-Ambition Matrix,https://flevy.com/browse/flevypro/innovation-ambition-matrix-9434,Strategy & Transformation,PowerPoint,35,LearnPPT Consulting
Stacey Matrix,https://flevy.com/browse/flevypro/stacey-matrix-8417,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Strategic Principle Framework,https://flevy.com/browse/marketplace/strategic-principle-framework-166,Strategy & Transformation,PowerPoint,22,PPT Lab
Analyzing the Competitive Position of a Company,https://flevy.com/browse/flevypro/analyzing-the-competitive-position-of-a-company-1699,Strategy & Transformation,PowerPoint,18,LearnPPT Consulting
Strategic Partnerships with Universities,https://flevy.com/browse/flevypro/strategic-partnerships-with-universities-6304,Strategy & Transformation,PowerPoint,33,LearnPPT Consulting
Board Governance Models,https://flevy.com/browse/flevypro/board-governance-models-3386,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Strategic Marketing and Sales Planning,https://flevy.com/browse/marketplace/strategic-marketing-and-sales-planning-612,Strategy & Transformation,PowerPoint,160,Haines Centre
Introduction to Market Analysis,https://flevy.com/browse/marketplace/introduction-to-market-analysis-1590,Strategy & Transformation,PowerPoint,36,LearnPPT Consulting
Market Research Method,https://flevy.com/browse/marketplace/market-research-method-739,Strategy & Transformation,PowerPoint,109,Documents & Files
Market Entry Strategy Toolkit,https://flevy.com/browse/marketplace/market-entry-strategy-toolkit-7724,Strategy & Transformation,PowerPoint,109,SB Consulting 
Sales Battlecard Template,https://flevy.com/browse/marketplace/sales-battlecard-template-78,Strategy & Transformation,PowerPoint,10,bpanda
Business Model Innovation (BMI): Business Model Journey,https://flevy.com/browse/flevypro/business-model-innovation-bmi-business-model-journey-6129,Strategy & Transformation,PowerPoint,29,LearnPPT Consulting
Continuous Process Improvement and Innovation (CPI2),https://flevy.com/browse/flevypro/continuous-process-improvement-and-innovation-cpi2-3937,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
4 Areas of Strategic Governance for New Board Members,https://flevy.com/browse/flevypro/4-areas-of-strategic-governance-for-new-board-members-3783,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Value Mapping,https://flevy.com/browse/flevypro/value-mapping-2659,Strategy & Transformation,PowerPoint,19,PPT Lab
10 Principles of Managing Strategy through Execution,https://flevy.com/browse/flevypro/10-principles-of-managing-strategy-through-execution-2975,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Creating Value Propositions,https://flevy.com/browse/flevypro/creating-value-propositions-1709,Strategy & Transformation,PowerPoint,14,LearnPPT Consulting
"Vision, Mission & Values",https://flevy.com/browse/marketplace/vision-mission-and-values-5926,Strategy & Transformation,PowerPoint,75,Operational Excellence Consulting
Design Thinking - Introduction,https://flevy.com/browse/marketplace/design-thinking-introduction-5126,Strategy & Transformation,PowerPoint,80,Ivana Nissen
Spare Parts Pricing Strategy,https://flevy.com/browse/marketplace/spare-parts-pricing-strategy-731,Strategy & Transformation,PowerPoint,67,Documents & Files
Financial Due Diligence Scope of Work,https://flevy.com/browse/marketplace/financial-due-diligence-scope-of-work-4008,Strategy & Transformation,Word,7,Corporate Finance 101
Brand Asset Valuator (BAV),https://flevy.com/browse/flevypro/brand-asset-valuator-bav-2109,Strategy & Transformation,PowerPoint,31,PPT Lab
Strategy Classics: GE-McKinsey Matrix,https://flevy.com/browse/flevypro/strategy-classics-ge-mckinsey-matrix-5161,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Strategic Planning: Eight Steps to Implementation,https://flevy.com/browse/marketplace/strategic-planning-eight-steps-to-implementation-6471,Strategy & Transformation,PowerPoint,192,Operational Excellence Consulting
Core Competencies Assessment,https://flevy.com/browse/marketplace/core-competencies-assessment-322,Strategy & Transformation,Excel,,Demand Metric
Corporate Strategy Primer,https://flevy.com/browse/marketplace/corporate-strategy-primer-697,Strategy & Transformation,PowerPoint,69,Documents & Files
The Innovation Process,https://flevy.com/browse/flevypro/the-innovation-process-3625,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Scenario Planning for Consultants,https://flevy.com/browse/flevypro/scenario-planning-for-consultants-3498,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Knowledge Management (KM) Strategy,https://flevy.com/browse/flevypro/knowledge-management-km-strategy-3801,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Employee Value Proposition (EVP),https://flevy.com/browse/flevypro/employee-value-proposition-evp-2688,Strategy & Transformation,PowerPoint,20,PPT Lab
Carve-Out Management,https://flevy.com/browse/marketplace/carve-out-management-7923,Strategy & Transformation,PowerPoint,123,SB Consulting 
Strong-form Product Management Model,https://flevy.com/browse/flevypro/strong-form-product-management-model-3776,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Industry Analysis for Consultants,https://flevy.com/browse/flevypro/industry-analysis-for-consultants-3547,Strategy & Transformation,PowerPoint,19,LearnPPT Consulting
Distinctive Capabilities Framework,https://flevy.com/browse/flevypro/distinctive-capabilities-framework-2657,Strategy & Transformation,PowerPoint,17,PPT Lab
"Business Model Canvas: Guide, Process and Tools",https://flevy.com/browse/marketplace/business-model-canvas-guide-process-and-tools-5215,Strategy & Transformation,PowerPoint,43,ILMAM - Strategy & Management Consulting
5 Ps of Purpose,https://flevy.com/browse/flevypro/5-ps-of-purpose-5454,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Key Success Factors,https://flevy.com/browse/marketplace/key-success-factors-210,Strategy & Transformation,PowerPoint,8,LearnPPT Consulting
PEST Analysis,https://flevy.com/browse/marketplace/pest-analysis-234,Strategy & Transformation,PowerPoint,11,LearnPPT Consulting
SWOT Analysis,https://flevy.com/browse/marketplace/swot-analysis-124,Strategy & Transformation,PowerPoint,18,marcus
Operational Due Diligence,https://flevy.com/browse/marketplace/operational-due-diligence-8280,Strategy & Transformation,PowerPoint,101,SB Consulting 
Thinking Fast & Slow System,https://flevy.com/browse/marketplace/thinking-fast-and-slow-system-7120,Strategy & Transformation,PowerPoint,41,UJ Consulting
Value Proposition Canvas,https://flevy.com/browse/marketplace/value-proposition-canvas-3231,Strategy & Transformation,PowerPoint,144,Operational Excellence Consulting
How to Create a Culture that Supports Innovation,https://flevy.com/browse/marketplace/how-to-create-a-culture-that-supports-innovation-1126,Strategy & Transformation,PDF,13,Innovation Management
Chief Transformation Officer (CTO) Toolkit,https://flevy.com/browse/marketplace/chief-transformation-officer-cto-toolkit-7613,Strategy & Transformation,PowerPoint,280,SB Consulting 
CEO KPI Excel Dashboard,https://flevy.com/browse/marketplace/ceo-kpi-excel-dashboard-8573,Strategy & Transformation,Excel,,SB Consulting 
Competitive Analysis,https://flevy.com/browse/marketplace/competitive-analysis-689,Strategy & Transformation,PowerPoint,40,Documents & Files
Profit Pools Concept,https://flevy.com/browse/marketplace/profit-pools-concept-744,Strategy & Transformation,PowerPoint,31,Documents & Files
Key Performance Indicators (KPIs) | IT Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-it-functions-8024,Strategy & Transformation,PowerPoint,116,ILMAM - Strategy & Management Consulting
4 Stages of Disruption,https://flevy.com/browse/flevypro/4-stages-of-disruption-5265,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Sales Excellence - Diagnostic Tool,https://flevy.com/browse/marketplace/sales-excellence-diagnostic-tool-2877,Strategy & Transformation,PowerPoint,15,P-Square Partners
World Class Planning & Performance Management,https://flevy.com/browse/marketplace/world-class-planning-and-performance-management-742,Strategy & Transformation,PowerPoint,43,Documents & Files
Sales Process Design Template,https://flevy.com/browse/marketplace/sales-process-design-template-1469,Strategy & Transformation,Excel,,membrain
Restructuring: Redeployment Assessment Process & Methods,https://flevy.com/browse/flevypro/restructuring-redeployment-assessment-process-and-methods-5422,Strategy & Transformation,PowerPoint,29,LearnPPT Consulting
Pricing Strategy: B2B Markets,https://flevy.com/browse/flevypro/pricing-strategy-b2b-markets-3166,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
PRICE Hypothesis Generation Framework,https://flevy.com/browse/marketplace/price-hypothesis-generation-framework-323,Strategy & Transformation,PowerPoint,15,PPT Lab
The CEO's Guide to Sustainable Business Growth,https://flevy.com/browse/marketplace/the-ceoand039s-guide-to-sustainable-business-growth-9504,Strategy & Transformation,PowerPoint,823,SB Consulting 
Go-To-Market Maturity Assessment Toolkit (600 KPIs & OKRs),https://flevy.com/browse/marketplace/go-to-market-maturity-assessment-toolkit-600-kpis-and-okrs-9262,Strategy & Transformation,PowerPoint,1097,SB Consulting 
M&A Due Diligence Checklist,https://flevy.com/browse/marketplace/manda-due-diligence-checklist-7563,Strategy & Transformation,PowerPoint,163,SB Consulting 
Strategic Planning Process: Stop Planning; Start Acting,https://flevy.com/browse/marketplace/strategic-planning-process-stop-planning-start-acting-9450,Strategy & Transformation,PowerPoint,230,Dwarka Consulting
SWOT Diagrams & Slides 6,https://flevy.com/browse/marketplace/swot-diagrams-and-slides-6-1409,Strategy & Transformation,PowerPoint,89,Marketingdocs
Formulating a Breakthrough Strategy,https://flevy.com/browse/marketplace/formulating-a-breakthrough-strategy-598,Strategy & Transformation,PDF,114,Dr. Stephen Sweid
Comprehensive Due Diligence Checklist,https://flevy.com/browse/marketplace/comprehensive-due-diligence-checklist-647,Strategy & Transformation,PDF,33,Documents & Files
Executive Team Building,https://flevy.com/browse/marketplace/executive-team-building-1408,Strategy & Transformation,PowerPoint,38,McCarthy & Affiliates
Mergers & Acquisitions (M&A) Strategy,https://flevy.com/browse/marketplace/mergers-and-acquisitions-manda-strategy-7761,Strategy & Transformation,PowerPoint,103,SB Consulting 
Agile Product Development Playbook for Executive Leadership,https://flevy.com/browse/marketplace/agile-product-development-playbook-for-executive-leadership-7848,Strategy & Transformation,PowerPoint,53,WallStBizStrategist
Customer Development Model (CDM),https://flevy.com/browse/flevypro/customer-development-model-cdm-7351,Strategy & Transformation,PowerPoint,28,LearnPPT Consulting
Strategic Priorities Identification & Analysis,https://flevy.com/browse/flevypro/strategic-priorities-identification-and-analysis-6308,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Key Considerations in Deal Structure,https://flevy.com/browse/marketplace/key-considerations-in-deal-structure-720,Strategy & Transformation,PDF,11,Documents & Files
Benchmarking Primer,https://flevy.com/browse/marketplace/benchmarking-primer-219,Strategy & Transformation,PowerPoint,21,PPT Lab
Corporate Performance Measurement,https://flevy.com/browse/marketplace/corporate-performance-measurement-696,Strategy & Transformation,PowerPoint,106,Documents & Files
Benchmarking for Superior Performance,https://flevy.com/browse/marketplace/benchmarking-for-superior-performance-156,Strategy & Transformation,PowerPoint,241,Operational Excellence Consulting
Complete Strategic Management Consulting Guide and Toolkit,https://flevy.com/browse/marketplace/complete-strategic-management-consulting-guide-and-toolkit-6878,Strategy & Transformation,PowerPoint,165,SB Consulting 
Value Chain Analysis,https://flevy.com/browse/marketplace/value-chain-analysis-749,Strategy & Transformation,PowerPoint,25,Documents & Files
Ideation - How to Generate Innovative Ideas,https://flevy.com/browse/marketplace/ideation-how-to-generate-innovative-ideas-1564,Strategy & Transformation,PowerPoint,13,STRATICX
Strategy Development Fundamentals,https://flevy.com/browse/marketplace/strategy-development-fundamentals-1654,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Performance Management Primer,https://flevy.com/browse/flevypro/performance-management-primer-2484,Strategy & Transformation,PowerPoint,15,PPT Lab
Capability Development,https://flevy.com/browse/flevypro/capability-development-3351,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
"Objective, Goals, Strategies And Measures (OGSM)",https://flevy.com/browse/marketplace/objective-goals-strategies-and-measures-ogsm-8069,Strategy & Transformation,PowerPoint,115,SB Consulting 
Marketing Campaign Budget ROI Worksheet,https://flevy.com/browse/marketplace/marketing-campaign-budget-roi-worksheet-1528,Strategy & Transformation,Excel,,Safwan Khan
Strategy Frameworks & Tools Reference Guide,https://flevy.com/browse/marketplace/strategy-frameworks-and-tools-reference-guide-6595,Strategy & Transformation,PowerPoint,353,Operational Excellence Consulting
Product Portfolio Strategy & Marketing Mix Tool,https://flevy.com/browse/marketplace/product-portfolio-strategy-and-marketing-mix-tool-886,Strategy & Transformation,Excel,,investmentbanker
Partnerships with Emerging Market Startups,https://flevy.com/browse/flevypro/partnerships-with-emerging-market-startups-6177,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
Innovation Sandbox,https://flevy.com/browse/flevypro/innovation-sandbox-6021,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Selling Consulting Services Effectively,https://flevy.com/browse/marketplace/selling-consulting-services-effectively-724,Strategy & Transformation,PowerPoint,53,Documents & Files
7 Fundamentals of Innovation,https://flevy.com/browse/flevypro/7-fundamentals-of-innovation-3605,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Product Innovation Management,https://flevy.com/browse/flevypro/product-innovation-management-3263,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Digital Platform Strategy,https://flevy.com/browse/flevypro/digital-platform-strategy-5144,Strategy & Transformation,PowerPoint,33,LearnPPT Consulting
5 Principles of Innovation Strategy,https://flevy.com/browse/flevypro/5-principles-of-innovation-strategy-3727,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Innovation Culture,https://flevy.com/browse/flevypro/innovation-culture-3674,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
"Fit Transformation: Strong, Agile, Lean",https://flevy.com/browse/flevypro/fit-transformation-strong-agile-lean-3015,Strategy & Transformation,PowerPoint,24,LearnPPT Consulting
BCG Transformation for New CEOs Framework,https://flevy.com/browse/marketplace/bcg-transformation-for-new-ceos-framework-7682,Strategy & Transformation,PowerPoint,194,SB Consulting 
HR KPI Dashboard Excel Template,https://flevy.com/browse/marketplace/hr-kpi-dashboard-excel-template-8136,Strategy & Transformation,Excel,,Improve Your Excel
HR Performance Management System (PMS),https://flevy.com/browse/marketplace/hr-performance-management-system-pms-6137,Strategy & Transformation,PowerPoint,28,UJ Consulting
Strategy Planning Frameworks,https://flevy.com/browse/marketplace/strategy-planning-frameworks-7085,Strategy & Transformation,PowerPoint,186,SB Consulting 
Due Diligence Business Toolkit,https://flevy.com/browse/marketplace/due-diligence-business-toolkit-7171,Strategy & Transformation,PowerPoint,184,SB Consulting 
Commercial Due Diligence (CDD) Toolkit,https://flevy.com/browse/marketplace/commercial-due-diligence-cdd-toolkit-7949,Strategy & Transformation,PowerPoint,91,SB Consulting 
Executing Explosive Revenue Growth (EERG),https://flevy.com/browse/marketplace/executing-explosive-revenue-growth-eerg-3400,Strategy & Transformation,PowerPoint,35,"Howard Highsmith, CMC Emeritus"
Business Model Canvas (BMC) Poster,https://flevy.com/browse/marketplace/business-model-canvas-bmc-poster-5413,Strategy & Transformation,PDF,3,Operational Excellence Consulting
Chemicals Value Chain,https://flevy.com/browse/marketplace/chemicals-value-chain-8648,Strategy & Transformation,PowerPoint,34,LearnPPT Consulting
Restructuring: Redeployment Assessment Management,https://flevy.com/browse/flevypro/restructuring-redeployment-assessment-management-5439,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Overview of Baldrige Excellence Framework,https://flevy.com/browse/marketplace/overview-of-baldrige-excellence-framework-172,Strategy & Transformation,PowerPoint,85,Operational Excellence Consulting
"Firm Value Chain, Industry Value Chain, and Business Intelligence",https://flevy.com/browse/marketplace/firm-value-chain-industry-value-chain-and-business-intelligence-1615,Strategy & Transformation,PowerPoint,79,Ganesh Rajagopalan
Strategic Planning Poster,https://flevy.com/browse/marketplace/strategic-planning-poster-6891,Strategy & Transformation,PDF,3,Operational Excellence Consulting
Key Performance Indicators (KPIs): 5 Areas of Focus,https://flevy.com/browse/flevypro/key-performance-indicators-kpis-5-areas-of-focus-4033,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Value Creation: Impact of Customer Experience (CX),https://flevy.com/browse/flevypro/value-creation-impact-of-customer-experience-cx-3966,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Lean-led Business Transformation,https://flevy.com/browse/flevypro/lean-led-business-transformation-3788,Strategy & Transformation,PowerPoint,31,LearnPPT Consulting
Strategic Branding,https://flevy.com/browse/flevypro/strategic-branding-1708,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
The M&A Playbook,https://flevy.com/browse/marketplace/the-manda-playbook-7989,Strategy & Transformation,PowerPoint,109,SB Consulting 
Chief Executive Officer (CEO) Self-Assessment Toolkit,https://flevy.com/browse/marketplace/chief-executive-officer-ceo-self-assessment-toolkit-9189,Strategy & Transformation,PowerPoint,1336,SB Consulting 
Cybersecurity Value Chain,https://flevy.com/browse/marketplace/cybersecurity-value-chain-9130,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Key Performance Indicators (KPIs) | HR Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-hr-functions-8005,Strategy & Transformation,PowerPoint,118,ILMAM - Strategy & Management Consulting
Business Motivation Model (BMM),https://flevy.com/browse/flevypro/business-motivation-model-bmm-9056,Strategy & Transformation,PowerPoint,38,LearnPPT Consulting
TRIZ Methodology Primer,https://flevy.com/browse/flevypro/triz-methodology-primer-8912,Strategy & Transformation,PowerPoint,32,LearnPPT Consulting
Key Business Processes | Strategy Development,https://flevy.com/browse/marketplace/key-business-processes-strategy-development-8150,Strategy & Transformation,PowerPoint,13,ILMAM - Strategy & Management Consulting
Business Model Design: Emerging Markets,https://flevy.com/browse/flevypro/business-model-design-emerging-markets-3262,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
33 High Performance Materials & Procurement KPIs,https://flevy.com/browse/marketplace/33-high-performance-materials-and-procurement-kpis-1586,Strategy & Transformation,PowerPoint,34,SlideKraft
Key Business Processes | Product and Service Development,https://flevy.com/browse/marketplace/key-business-processes-product-and-service-development-8175,Strategy & Transformation,PowerPoint,12,ILMAM - Strategy & Management Consulting
Key Business Processes | Service Delivery,https://flevy.com/browse/marketplace/key-business-processes-service-delivery-8178,Strategy & Transformation,PowerPoint,12,ILMAM - Strategy & Management Consulting
Guide to Competitive Assessment,https://flevy.com/browse/marketplace/guide-to-competitive-assessment-760,Strategy & Transformation,PowerPoint,122,Documents & Files
Marketing Audit - 360 Performance Assessment,https://flevy.com/browse/marketplace/marketing-audit-360-performance-assessment-1501,Strategy & Transformation,Excel,,Visual Time Value
PMO - Performance Management Plan,https://flevy.com/browse/flevypro/pmo-performance-management-plan-2430,Strategy & Transformation,Excel,,Flevy
Integrated Strategy Model for Value Creation,https://flevy.com/browse/flevypro/integrated-strategy-model-for-value-creation-2840,Strategy & Transformation,PowerPoint,26,PPT Lab
Building Blocks of Data Monetization,https://flevy.com/browse/flevypro/building-blocks-of-data-monetization-3171,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
McKinsey CEO Excellence Framework,https://flevy.com/browse/marketplace/mckinsey-ceo-excellence-framework-7653,Strategy & Transformation,PowerPoint,251,SB Consulting 
Chief Product Officer (CPO) Toolkit,https://flevy.com/browse/marketplace/chief-product-officer-cpo-toolkit-7710,Strategy & Transformation,PowerPoint,306,SB Consulting 
Accelerated Transformation & Turnaround,https://flevy.com/browse/marketplace/accelerated-transformation-and-turnaround-7624,Strategy & Transformation,PowerPoint,316,SB Consulting 
Sales and Marketing Alignment Tool,https://flevy.com/browse/marketplace/sales-and-marketing-alignment-tool-314,Strategy & Transformation,Excel,,Demand Metric
Pricing Strategy Template,https://flevy.com/browse/marketplace/pricing-strategy-template-319,Strategy & Transformation,Word,6,Demand Metric
Design Thinking Project Template,https://flevy.com/browse/marketplace/design-thinking-project-template-2486,Strategy & Transformation,PowerPoint,71,Operational Excellence Consulting
Brand Equity Strategy,https://flevy.com/browse/marketplace/brand-equity-strategy-7846,Strategy & Transformation,PowerPoint,121,SB Consulting 
Innovation Consulting Playbook (+Templates),https://flevy.com/browse/marketplace/innovation-consulting-playbook-templates-9406,Strategy & Transformation,PowerPoint,1320,SB Consulting 
Mastering High Tariff Markets (A Complete Guide),https://flevy.com/browse/marketplace/mastering-high-tariff-markets-a-complete-guide-9468,Strategy & Transformation,PowerPoint,326,SB Consulting 
KPI Business Development Manager,https://flevy.com/browse/marketplace/kpi-business-development-manager-8954,Strategy & Transformation,Excel,,UJ Consulting
Biotechnology Value Chain,https://flevy.com/browse/marketplace/biotechnology-value-chain-8631,Strategy & Transformation,PowerPoint,31,LearnPPT Consulting
The Silly Cow Exercise,https://flevy.com/browse/marketplace/the-silly-cow-exercise-5397,Strategy & Transformation,PowerPoint,23,Operational Excellence Consulting
Resource-Based View (RBV) and VRIN Framework,https://flevy.com/browse/flevypro/resource-based-view-rbv-and-vrin-framework-8389,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Brand Essence Wheel,https://flevy.com/browse/flevypro/brand-essence-wheel-8836,Strategy & Transformation,PowerPoint,35,LearnPPT Consulting
Strategic Planning PowerPoint Template,https://flevy.com/browse/marketplace/strategic-planning-powerpoint-template-2356,Strategy & Transformation,PowerPoint,78,Marketingdocs
Business Model Navigator Primer,https://flevy.com/browse/flevypro/business-model-navigator-primer-9358,Strategy & Transformation,PowerPoint,39,LearnPPT Consulting
Value Creation Framework,https://flevy.com/browse/marketplace/value-creation-framework-745,Strategy & Transformation,PowerPoint,54,Documents & Files
Design Thinking Poster,https://flevy.com/browse/marketplace/design-thinking-poster-5323,Strategy & Transformation,PDF,3,Operational Excellence Consulting
Critical Baselines for Effective Strategic Planning,https://flevy.com/browse/marketplace/critical-baselines-for-effective-strategic-planning-1118,Strategy & Transformation,PowerPoint,29,Echelon Associates
Forecasting Uncertainty,https://flevy.com/browse/flevypro/forecasting-uncertainty-6736,Strategy & Transformation,PowerPoint,29,LearnPPT Consulting
Go-to-Market Revolution - Three Horizons of Change,https://flevy.com/browse/flevypro/go-to-market-revolution-three-horizons-of-change-2905,Strategy & Transformation,PowerPoint,16,LearnPPT Consulting
Disruptive Innovation Primer,https://flevy.com/browse/flevypro/disruptive-innovation-primer-2542,Strategy & Transformation,PowerPoint,16,LearnPPT Consulting
PPT Template for Communicating an Action Plan,https://flevy.com/browse/marketplace/ppt-template-for-communicating-an-action-plan-3461,Strategy & Transformation,PowerPoint,22,Clarity First 
Innovation Management Executive Market Report 2014,https://flevy.com/browse/marketplace/innovation-management-executive-market-report-2014-867,Strategy & Transformation,PDF,35,Innovation Management
Mining Industry (Metals & Minerals) - Value Chain Insights,https://flevy.com/browse/marketplace/mining-industry-metals-and-minerals-value-chain-insights-1659,Strategy & Transformation,PowerPoint,232,Ganesh Rajagopalan
Strategic Planning Simplified,https://flevy.com/browse/marketplace/strategic-planning-simplified-3210,Strategy & Transformation,PDF,96,Haines Centre
Product Line Profitability Analysis,https://flevy.com/browse/marketplace/product-line-profitability-analysis-747,Strategy & Transformation,PowerPoint,62,Documents & Files
How to Conduct Consulting Interviews,https://flevy.com/browse/marketplace/how-to-conduct-consulting-interviews-743,Strategy & Transformation,PowerPoint,32,Documents & Files
Hoshin Kanri Strategy Deployment X-Matrix Template,https://flevy.com/browse/flevypro/hoshin-kanri-strategy-deployment-x-matrix-template-2697,Strategy & Transformation,Excel,,Operational Excellence Consulting LLC
Ultimate Revenue Growth Strategy Guide,https://flevy.com/browse/marketplace/ultimate-revenue-growth-strategy-guide-6796,Strategy & Transformation,PowerPoint,44,Trinity Consulting
Flywheel Strategy,https://flevy.com/browse/flevypro/flywheel-strategy-5904,Strategy & Transformation,PowerPoint,25,LearnPPT Consulting
Strategic Alliance Management,https://flevy.com/browse/flevypro/strategic-alliance-management-5742,Strategy & Transformation,PowerPoint,26,LearnPPT Consulting
Key Performance Indicator (KPI) Strategies: Part 1,https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-1-4005,Strategy & Transformation,PowerPoint,22,LearnPPT Consulting
Marketing Organization 2.0,https://flevy.com/browse/flevypro/marketing-organization-2-0-2935,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Seven Core Capabilities of Agile Marketing,https://flevy.com/browse/flevypro/seven-core-capabilities-of-agile-marketing-2928,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Innovation Strategies & Leaders,https://flevy.com/browse/flevypro/innovation-strategies-and-leaders-3034,Strategy & Transformation,PowerPoint,19,LearnPPT Consulting
Business Architecture Framework,https://flevy.com/browse/marketplace/business-architecture-framework-684,Strategy & Transformation,PowerPoint,8,Documents & Files
Reorganization: New Organization Effectiveness,https://flevy.com/browse/flevypro/reorganization-new-organization-effectiveness-2700,Strategy & Transformation,PowerPoint,16,LearnPPT Consulting
Customer Segmentation and Targeting,https://flevy.com/browse/flevypro/customer-segmentation-and-targeting-1707,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Acquisition Integration Approaches,https://flevy.com/browse/flevypro/acquisition-integration-approaches-1868,Strategy & Transformation,PowerPoint,24,PPT Lab
Value Proposition Canvas (VPC) Poster,https://flevy.com/browse/marketplace/value-proposition-canvas-vpc-poster-5410,Strategy & Transformation,PDF,3,Operational Excellence Consulting
Ultimate Repository of Performance Metrics and KPIs,https://flevy.com/browse/marketplace/ultimate-repository-of-performance-metrics-and-kpis-7355,Strategy & Transformation,PowerPoint,854,SB Consulting 
How to Develop and Evaluate Key Performance Indicators (KPIs),https://flevy.com/browse/marketplace/how-to-develop-and-evaluate-key-performance-indicators-kpis-1276,Strategy & Transformation,PDF,13,Dr. Gregg Li
Customer Value Driven Strategic Approach,https://flevy.com/browse/marketplace/customer-value-driven-strategic-approach-1238,Strategy & Transformation,PDF,38,bemola
Enterprise Performance Management,https://flevy.com/browse/marketplace/enterprise-performance-management-8068,Strategy & Transformation,PowerPoint,129,SB Consulting 
Managing KPI with Balanced Scorecard,https://flevy.com/browse/marketplace/managing-kpi-with-balanced-scorecard-6381,Strategy & Transformation,PowerPoint,46,UJ Consulting
Industry Analysis,https://flevy.com/browse/marketplace/industry-analysis-773,Strategy & Transformation,PowerPoint,63,Documents & Files
Plan for Performance Methodology,https://flevy.com/browse/marketplace/plan-for-performance-methodology-746,Strategy & Transformation,PowerPoint,66,Documents & Files
Shareholder Value Analysis,https://flevy.com/browse/marketplace/shareholder-value-analysis-734,Strategy & Transformation,PowerPoint,53,Documents & Files
15 Financial KPIs That Drive High Performance,https://flevy.com/browse/marketplace/15-financial-kpis-that-drive-high-performance-1298,Strategy & Transformation,PowerPoint,39,SlideKraft
Post-merger Integration (PMI): Revenue Synergies,https://flevy.com/browse/flevypro/post-merger-integration-pmi-revenue-synergies-3953,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
Strategic Decision Making,https://flevy.com/browse/flevypro/strategic-decision-making-4011,Strategy & Transformation,PowerPoint,30,LearnPPT Consulting
Key Performance Indicator (KPI) Strategies: Part 2,https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-2-4006,Strategy & Transformation,PowerPoint,23,LearnPPT Consulting
Maintaining Energy-to-Change,https://flevy.com/browse/flevypro/maintaining-energy-to-change-3173,Strategy & Transformation,PowerPoint,21,LearnPPT Consulting
Scenario Planning Primer,https://flevy.com/browse/flevypro/scenario-planning-primer-3784,Strategy & Transformation,PowerPoint,27,LearnPPT Consulting
