title,url,category,filetype,slide_count,publishing_consultancy
Business Continuity Risk Assessment (BCRA) Templates,https://flevy.com/browse/marketplace/business-continuity-risk-assessment-bcra-templates-1492,Operational Excellence,Word,6,Boris Agranovich
Wireless Spend Sourcing Framework,https://flevy.com/browse/marketplace/wireless-spend-sourcing-framework-86,Operational Excellence,PowerPoint,25,vinay
Guide to Delivering Best-in-Class Customer Care,https://flevy.com/browse/marketplace/guide-to-delivering-best-in-class-customer-care-2883,Operational Excellence,PowerPoint,78,P-Square Partners
Complete Capital Optimization Guide,https://flevy.com/browse/marketplace/complete-capital-optimization-guide-4030,Operational Excellence,PowerPoint,126,Corporate Finance 101
Manufacturing Strategy: Make vs. Buy,https://flevy.com/browse/flevypro/manufacturing-strategy-make-vs-buy-3159,Operational Excellence,PowerPoint,25,LearnPPT Consulting
PMI Risk Management Professional (PMI-RMP) Exam Preparation,https://flevy.com/browse/marketplace/pmi-risk-management-professional-pmi-rmp-exam-preparation-7856,Operational Excellence,PowerPoint,211,RadVector  Consulting
Post Merger Integration (PMI) Handbook,https://flevy.com/browse/marketplace/post-merger-integration-pmi-handbook-6281,Operational Excellence,PowerPoint,157,Affinity Consulting Partners
HR KPI Dashboard Excel Template,https://flevy.com/browse/marketplace/hr-kpi-dashboard-excel-template-8136,Operational Excellence,Excel,,Improve Your Excel
HR Performance Management System (PMS),https://flevy.com/browse/marketplace/hr-performance-management-system-pms-6137,Operational Excellence,PowerPoint,28,UJ Consulting
Developing a Lean Culture,https://flevy.com/browse/marketplace/developing-a-lean-culture-1033,Operational Excellence,PowerPoint,46,OpEx Academy NZ
"Human Factors - The ""Dirty Dozen""",https://flevy.com/browse/marketplace/human-factors-the-dirty-dozen-6771,Operational Excellence,PowerPoint,92,RadVector  Consulting
Procurement Transformation Primer,https://flevy.com/browse/flevypro/procurement-transformation-primer-2963,Operational Excellence,PowerPoint,20,LearnPPT Consulting
Overall Equipment Effectiveness (OEE),https://flevy.com/browse/marketplace/overall-equipment-effectiveness-oee-853,Operational Excellence,PowerPoint,142,Operational Excellence Consulting
Overview of Baldrige Excellence Framework,https://flevy.com/browse/marketplace/overview-of-baldrige-excellence-framework-172,Operational Excellence,PowerPoint,85,Operational Excellence Consulting
Value Stream Mapping (VSM) Project Template,https://flevy.com/browse/marketplace/value-stream-mapping-vsm-project-template-1100,Operational Excellence,PowerPoint,63,Operational Excellence Consulting
Business Impact Analysis (BIA) Questionnaire Templates,https://flevy.com/browse/marketplace/business-impact-analysis-bia-questionnaire-templates-1490,Operational Excellence,Word,11,Boris Agranovich
Key Performance Indicators (KPIs): 5 Areas of Focus,https://flevy.com/browse/flevypro/key-performance-indicators-kpis-5-areas-of-focus-4033,Operational Excellence,PowerPoint,22,LearnPPT Consulting
Lean-led Business Transformation,https://flevy.com/browse/flevypro/lean-led-business-transformation-3788,Operational Excellence,PowerPoint,31,LearnPPT Consulting
Enterprise Asset Management (EAM) Strategy,https://flevy.com/browse/flevypro/enterprise-asset-management-eam-strategy-3753,Operational Excellence,PowerPoint,24,LearnPPT Consulting
ISO Management Systems Auditor's Training-with Notes & Forms,https://flevy.com/browse/marketplace/iso-management-systems-auditors-training-with-notes-and-forms-5921,Operational Excellence,PowerPoint,121,Quality Professionals Group
Six Sigma Yellow Belt Training,https://flevy.com/browse/marketplace/six-sigma-yellow-belt-training-3206,Operational Excellence,PDF,331,gureser
Rapid Process Improvement,https://flevy.com/browse/marketplace/rapid-process-improvement-662,Operational Excellence,PDF,128,Documents & Files
ISO 19011:2018 (Auditing Management Systems) Training,https://flevy.com/browse/marketplace/iso-190112018-auditing-management-systems-training-4052,Operational Excellence,PowerPoint,129,Operational Excellence Consulting
Failure Mode and Effect Analysis (FMEA) Toolkit,https://flevy.com/browse/marketplace/failure-mode-and-effect-analysis-fmea-toolkit-7383,Operational Excellence,PowerPoint,172,SB Consulting 
5 Whys Analysis Toolkit,https://flevy.com/browse/marketplace/5-whys-analysis-toolkit-8831,Operational Excellence,PowerPoint,54,Operational Excellence Consulting
Kaizen Planning and Chartering Tool,https://flevy.com/browse/marketplace/kaizen-planning-and-chartering-tool-5498,Operational Excellence,Excel,,FranklinGood
Key Performance Indicators (KPIs) | HR Functions,https://flevy.com/browse/marketplace/key-performance-indicators-kpis-hr-functions-8005,Operational Excellence,PowerPoint,118,ILMAM - Strategy & Management Consulting
Key Business Processes | Information Technology Management,https://flevy.com/browse/marketplace/key-business-processes-information-technology-management-8144,Operational Excellence,PowerPoint,16,ILMAM - Strategy & Management Consulting
Logistics Automation,https://flevy.com/browse/flevypro/logistics-automation-5488,Operational Excellence,PowerPoint,28,LearnPPT Consulting
Innovation-driven Procurement,https://flevy.com/browse/flevypro/innovation-driven-procurement-2961,Operational Excellence,PowerPoint,26,LearnPPT Consulting
Key Business Processes | Strategy Development,https://flevy.com/browse/marketplace/key-business-processes-strategy-development-8150,Operational Excellence,PowerPoint,13,ILMAM - Strategy & Management Consulting
33 High Performance Materials & Procurement KPIs,https://flevy.com/browse/marketplace/33-high-performance-materials-and-procurement-kpis-1586,Operational Excellence,PowerPoint,34,SlideKraft
Key Business Processes | Product and Service Development,https://flevy.com/browse/marketplace/key-business-processes-product-and-service-development-8175,Operational Excellence,PowerPoint,12,ILMAM - Strategy & Management Consulting
Key Business Processes | Service Delivery,https://flevy.com/browse/marketplace/key-business-processes-service-delivery-8178,Operational Excellence,PowerPoint,12,ILMAM - Strategy & Management Consulting
5S Implementation Guidebook: 8 Steps of 5S Implementation,https://flevy.com/browse/marketplace/5s-implementation-guidebook-8-steps-of-5s-implementation-3178,Operational Excellence,PowerPoint,162,Operational Excellence Consulting
TWI Program: Job Instruction (JI) Training,https://flevy.com/browse/marketplace/twi-program-job-instruction-ji-training-607,Operational Excellence,PowerPoint,129,Operational Excellence Consulting
Strategic Sourcing Assessment,https://flevy.com/browse/marketplace/strategic-sourcing-assessment-8443,Operational Excellence,PowerPoint,108,LearnPPT Consulting
SMED - Set-up Reduction Presentation,https://flevy.com/browse/marketplace/smed-set-up-reduction-presentation-1043,Operational Excellence,PowerPoint,70,OpEx Academy NZ
PMO - Performance Management Plan,https://flevy.com/browse/flevypro/pmo-performance-management-plan-2430,Operational Excellence,Excel,,Flevy
Strategy Classics: Balanced Scorecard (BSC),https://flevy.com/browse/flevypro/strategy-classics-balanced-scorecard-bsc-1969,Operational Excellence,PowerPoint,30,LearnPPT Consulting
Value-driven Business Process Management (VBPM),https://flevy.com/browse/flevypro/value-driven-business-process-management-vbpm-3139,Operational Excellence,PowerPoint,20,LearnPPT Consulting
Lean Warehousing Transformation,https://flevy.com/browse/flevypro/lean-warehousing-transformation-4056,Operational Excellence,PowerPoint,27,LearnPPT Consulting
Kaizen Workshop Playbook,https://flevy.com/browse/marketplace/kaizen-workshop-playbook-8014,Operational Excellence,PowerPoint,48,AM Consultancy
Strategic Planning: A3 Hoshin Planning Process,https://flevy.com/browse/marketplace/strategic-planning-a3-hoshin-planning-process-8039,Operational Excellence,PowerPoint,113,Operational Excellence Consulting
ISO 9001:2015 (QMS) - Understand the Standard (with notes),https://flevy.com/browse/marketplace/iso-90012015-qms-understand-the-standard-with-notes-5162,Operational Excellence,PowerPoint,95,Quality Professionals Group
Risk Management Process,https://flevy.com/browse/marketplace/risk-management-process-8766,Operational Excellence,PowerPoint,65,RadVector  Consulting
"Document Management - Numbering, Filing, Workflow, Transmit",https://flevy.com/browse/marketplace/document-management-numbering-filing-workflow-transmit-5725,Operational Excellence,Excel,,ktharry87
Landed Cost Calculation Template,https://flevy.com/browse/marketplace/landed-cost-calculation-template-8610,Operational Excellence,Excel,,Improve Your Excel
Lean Poster,https://flevy.com/browse/marketplace/lean-poster-5318,Operational Excellence,PDF,3,Operational Excellence Consulting
Lean Six Sigma 50 Tools & Templates,https://flevy.com/browse/marketplace/lean-six-sigma-50-tools-and-templates-5478,Operational Excellence,PDF,33,QMaxima Inc. - Simplifying Excellence 
Lean and Kaizen for Rapid Process Improvement,https://flevy.com/browse/marketplace/lean-and-kaizen-for-rapid-process-improvement-1048,Operational Excellence,PowerPoint,114,OpEx Academy NZ
Six Sigma (DMAIC) Improvement Process,https://flevy.com/browse/marketplace/six-sigma-dmaic-improvement-process-163,Operational Excellence,PowerPoint,163,Operational Excellence Consulting
Six Sigma - Statistical Process Control (SPC),https://flevy.com/browse/marketplace/six-sigma-statistical-process-control-spc-604,Operational Excellence,PowerPoint,138,Operational Excellence Consulting LLC
Total Productive Maintenance - 30 Templates,https://flevy.com/browse/marketplace/total-productive-maintenance-30-templates-3143,Operational Excellence,Excel,,Nishil Josh
Records Management - Implementation Toolkit,https://flevy.com/browse/marketplace/records-management-implementation-toolkit-5766,Operational Excellence,Excel,,Gerard Blokdijk
Lean Thinking and Leadership,https://flevy.com/browse/marketplace/lean-thinking-and-leadership-7089,Operational Excellence,PowerPoint,167,SB Consulting 
Manufacturing Company Budget Template,https://flevy.com/browse/marketplace/manufacturing-company-budget-template-6820,Operational Excellence,Excel,,Andrew Grigolyunovich
Quality Management System (QMS) - ISO 9001:2015,https://flevy.com/browse/marketplace/quality-management-system-qms-iso-90012015-9208,Operational Excellence,PowerPoint,168,RadVector  Consulting
Manufacturing Startup/Existing Business Financial Projection 3 Statement Model,https://flevy.com/browse/marketplace/manufacturing-startup-existing-business-financial-projection-3-statement-model-7506,Operational Excellence,Excel,,Projectify
Lean Six Sigma Yellow Belt,https://flevy.com/browse/marketplace/lean-six-sigma-yellow-belt-3725,Operational Excellence,PDF,61,Ibou
TWI Program: Job Methods (JM) Training,https://flevy.com/browse/marketplace/twi-program-job-methods-jm-training-1505,Operational Excellence,PowerPoint,105,Operational Excellence Consulting
KPI Business Development Manager,https://flevy.com/browse/marketplace/kpi-business-development-manager-8954,Operational Excellence,Excel,,UJ Consulting
The Silly Cow Exercise,https://flevy.com/browse/marketplace/the-silly-cow-exercise-5397,Operational Excellence,PowerPoint,23,Operational Excellence Consulting
Unified Modeling Language (UML) Primer,https://flevy.com/browse/flevypro/unified-modeling-language-uml-primer-8722,Operational Excellence,PowerPoint,40,LearnPPT Consulting
Key Business Processes | Business Capabilities Management,https://flevy.com/browse/marketplace/key-business-processes-business-capabilities-management-8182,Operational Excellence,PowerPoint,17,ILMAM - Strategy & Management Consulting
Key Business Processes | Human Capital Management,https://flevy.com/browse/marketplace/key-business-processes-human-capital-management-8138,Operational Excellence,PowerPoint,17,ILMAM - Strategy & Management Consulting
Lean Digital Transformation,https://flevy.com/browse/flevypro/lean-digital-transformation-9292,Operational Excellence,PowerPoint,36,LearnPPT Consulting
PPT Template for Updates + Case Study,https://flevy.com/browse/marketplace/ppt-template-for-updates-case-study-3466,Operational Excellence,PowerPoint,24,Clarity First 
Key Business Processes | Risk and Compliance,https://flevy.com/browse/marketplace/key-business-processes-risk-and-compliance-8145,Operational Excellence,PowerPoint,13,ILMAM - Strategy & Management Consulting
Key Business Processes | Asset Management,https://flevy.com/browse/marketplace/key-business-processes-asset-management-8180,Operational Excellence,PowerPoint,13,ILMAM - Strategy & Management Consulting
Key Business Processes | Customer Service Management,https://flevy.com/browse/marketplace/key-business-processes-customer-service-management-8179,Operational Excellence,PowerPoint,14,ILMAM - Strategy & Management Consulting
Key Business Processes | External Relations Management,https://flevy.com/browse/marketplace/key-business-processes-external-relations-management-8181,Operational Excellence,PowerPoint,14,ILMAM - Strategy & Management Consulting
PRINCE2 Project Management Overview,https://flevy.com/browse/marketplace/prince2-project-management-overview-287,Operational Excellence,PowerPoint,64,Dartview Consulting
Utility Company Business Capability Model,https://flevy.com/browse/marketplace/utility-company-business-capability-model-3614,Operational Excellence,PDF,2,R Bradley Consulting
COBIT 2019 Decision Matrix and RACI Chart,https://flevy.com/browse/marketplace/cobit-2019-decision-matrix-and-raci-chart-5248,Operational Excellence,Excel,,EdmeadFlevy
Post-merger Integration (PMI): Financial Integration,https://flevy.com/browse/flevypro/post-merger-integration-pmi-financial-integration-4049,Operational Excellence,PowerPoint,22,LearnPPT Consulting
PPT Template for Communicating an Action Plan,https://flevy.com/browse/marketplace/ppt-template-for-communicating-an-action-plan-3461,Operational Excellence,PowerPoint,22,Clarity First 
Lean - Kanban Scheduling Systems,https://flevy.com/browse/marketplace/lean-kanban-scheduling-systems-1676,Operational Excellence,PowerPoint,105,Operational Excellence Consulting LLC
Logistics / Postal Company Business Capability Model,https://flevy.com/browse/marketplace/logistics-postal-company-business-capability-model-3613,Operational Excellence,PDF,1,R Bradley Consulting
COSO Internal Control - Implementation Toolkit,https://flevy.com/browse/marketplace/coso-internal-control-implementation-toolkit-5146,Operational Excellence,Excel,,Gerard Blokdijk
Activity-Based Costing (ABC) Rapid Prototyping Toolkit,https://flevy.com/browse/marketplace/activity-based-costing-abc-rapid-prototyping-toolkit-3242,Operational Excellence,PowerPoint,19,Gary Cokins
AI in Supply Chain Management: Strategy Paper,https://flevy.com/browse/marketplace/ai-in-supply-chain-management-strategy-paper-7461,Operational Excellence,PowerPoint,219,SB Consulting 
Procurement SOPs,https://flevy.com/browse/marketplace/procurement-sops-9075,Operational Excellence,PowerPoint,1070,SB Consulting 
Continuous Flow - 1 Piece Flow,https://flevy.com/browse/marketplace/continuous-flow-1-piece-flow-1021,Operational Excellence,PowerPoint,86,OpEx Academy NZ
Office Value Stream Mapping,https://flevy.com/browse/marketplace/office-value-stream-mapping-1051,Operational Excellence,PowerPoint,42,OpEx Academy NZ
A3 Problem Solving Sheet,https://flevy.com/browse/marketplace/a3-problem-solving-sheet-5137,Operational Excellence,PDF,2,lean4business
Advanced Process Mapping,https://flevy.com/browse/marketplace/advanced-process-mapping-5517,Operational Excellence,PowerPoint,35,FranklinGood
Process Mapping Series: Planning and Management Accounting,https://flevy.com/browse/marketplace/process-mapping-series-planning-and-management-accounting-3161,Operational Excellence,PowerPoint,10,BusinessRules
Key Performance Indicator (KPI) Strategies: Part 1,https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-1-4005,Operational Excellence,PowerPoint,22,LearnPPT Consulting
Digital Transformation: Operations Ecosystem,https://flevy.com/browse/flevypro/digital-transformation-operations-ecosystem-3446,Operational Excellence,PowerPoint,25,LearnPPT Consulting
Post-merger Integration (PMI): IT Integration Framework,https://flevy.com/browse/flevypro/post-merger-integration-pmi-it-integration-framework-2985,Operational Excellence,PowerPoint,26,LearnPPT Consulting
Change Management in Post-merger Integration (PMI),https://flevy.com/browse/flevypro/change-management-in-post-merger-integration-pmi-3010,Operational Excellence,PowerPoint,24,LearnPPT Consulting
Manufacturing Financial Model Template,https://flevy.com/browse/marketplace/manufacturing-financial-model-template-6533,Operational Excellence,Excel,,Strategy Financial Model
Process (5) - A Process Re-engineering Framework,https://flevy.com/browse/marketplace/process-5-a-process-re-engineering-framework-997,Operational Excellence,PowerPoint,19,The Highway of Change
"Weekly Status Report, Internal / External, Agile & Waterfall",https://flevy.com/browse/marketplace/weekly-status-report-internal-external-agile-and-waterfall-5717,Operational Excellence,PowerPoint,15,i_Pro_PM_Templates
Technology VARs Sourcing Strategy Template,https://flevy.com/browse/marketplace/technology-vars-sourcing-strategy-template-85,Operational Excellence,PowerPoint,21,vinay
Ultimate Repository of Performance Metrics and KPIs,https://flevy.com/browse/marketplace/ultimate-repository-of-performance-metrics-and-kpis-7355,Operational Excellence,PowerPoint,854,SB Consulting 
"Lean Six Sigma GB/BB Training 1600+ Slides, 74 Minitab Files",https://flevy.com/browse/marketplace/lean-six-sigma-gb-bb-training-1600-slides-74-minitab-files-5663,Operational Excellence,PDF,1630,QMaxima Inc. - Simplifying Excellence 
How to Develop and Evaluate Key Performance Indicators (KPIs),https://flevy.com/browse/marketplace/how-to-develop-and-evaluate-key-performance-indicators-kpis-1276,Operational Excellence,PDF,13,Dr. Gregg Li
TPM Self-Assessment Guide & Tool,https://flevy.com/browse/marketplace/tpm-self-assessment-guide-and-tool-864,Operational Excellence,PowerPoint,57,Operational Excellence Consulting
5S Audit Checklist for Manufacturing Companies,https://flevy.com/browse/marketplace/5s-audit-checklist-for-manufacturing-companies-2680,Operational Excellence,PowerPoint,28,Operational Excellence Consulting
Lean - 5S Visual Workplace Organization,https://flevy.com/browse/marketplace/lean-5s-visual-workplace-organization-602,Operational Excellence,PowerPoint,123,Operational Excellence Consulting LLC
A3 Project Charter,https://flevy.com/browse/marketplace/a3-project-charter-2887,Operational Excellence,PowerPoint,2,Tragal Consulting
Landed Cost Calculator for Australian Imports,https://flevy.com/browse/marketplace/landed-cost-calculator-for-australian-imports-5217,Operational Excellence,Excel,,3PL Manager
Business Capability Modeling - Implementation Toolkit,https://flevy.com/browse/marketplace/business-capability-modeling-implementation-toolkit-3454,Operational Excellence,Excel,,Gerard Blokdijk
Enterprise Performance Management,https://flevy.com/browse/marketplace/enterprise-performance-management-8068,Operational Excellence,PowerPoint,129,SB Consulting 
TPM: Focused Improvement (Kobetsu Kaizen),https://flevy.com/browse/marketplace/tpm-focused-improvement-kobetsu-kaizen-6063,Operational Excellence,PowerPoint,152,Operational Excellence Consulting
Total Quality Management - The Ultimate Introduction,https://flevy.com/browse/marketplace/total-quality-management-the-ultimate-introduction-6755,Operational Excellence,PowerPoint,56,RadVector  Consulting
Become a PowerPoint Guru (eBook),https://flevy.com/browse/marketplace/become-a-powerpoint-guru-ebook-5197,Operational Excellence,PDF,65,LearnPPT Consulting
3PL Weekly Reporting Template with Monthly Dashboard,https://flevy.com/browse/marketplace/3pl-weekly-reporting-template-with-monthly-dashboard-5219,Operational Excellence,Excel,,3PL Manager
Managing KPI with Balanced Scorecard,https://flevy.com/browse/marketplace/managing-kpi-with-balanced-scorecard-6381,Operational Excellence,PowerPoint,46,UJ Consulting
Root Cause Analysis,https://flevy.com/browse/marketplace/root-cause-analysis-1011,Operational Excellence,PowerPoint,57,bizpi
PowerPoint Template for Improvement Recommendations,https://flevy.com/browse/marketplace/powerpoint-template-for-improvement-recommendations-3462,Operational Excellence,PowerPoint,19,Clarity First 
Plan for Performance Methodology,https://flevy.com/browse/marketplace/plan-for-performance-methodology-746,Operational Excellence,PowerPoint,66,Documents & Files
Financial Model for Manufacturing Valuation,https://flevy.com/browse/marketplace/financial-model-for-manufacturing-valuation-120,Operational Excellence,Excel,,investmentbanker
15 Financial KPIs That Drive High Performance,https://flevy.com/browse/marketplace/15-financial-kpis-that-drive-high-performance-1298,Operational Excellence,PowerPoint,39,SlideKraft
Post-merger Integration (PMI): Revenue Synergies,https://flevy.com/browse/flevypro/post-merger-integration-pmi-revenue-synergies-3953,Operational Excellence,PowerPoint,27,LearnPPT Consulting
Key Performance Indicator (KPI) Strategies: Part 2,https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-2-4006,Operational Excellence,PowerPoint,23,LearnPPT Consulting
Post-merger Integration (PMI): Roles & Responsibilities,https://flevy.com/browse/flevypro/post-merger-integration-pmi-roles-and-responsibilities-4061,Operational Excellence,PowerPoint,22,LearnPPT Consulting
Operational Excellence: Operational Interoperability,https://flevy.com/browse/flevypro/operational-excellence-operational-interoperability-3120,Operational Excellence,PowerPoint,23,LearnPPT Consulting
Facilities Management (FM): 5 Major Growth Drivers,https://flevy.com/browse/flevypro/facilities-management-fm-5-major-growth-drivers-3416,Operational Excellence,PowerPoint,31,LearnPPT Consulting
Business Process Management Lifecycle (BPM-L),https://flevy.com/browse/flevypro/business-process-management-lifecycle-bpm-l-3135,Operational Excellence,PowerPoint,24,LearnPPT Consulting
Collaborative Supplier Innovation,https://flevy.com/browse/flevypro/collaborative-supplier-innovation-3134,Operational Excellence,PowerPoint,23,LearnPPT Consulting
SME Guide to Negotiating with Suppliers,https://flevy.com/browse/marketplace/sme-guide-to-negotiating-with-suppliers-246,Operational Excellence,PDF,31,speffer
Generic Cost Benefit Analysis Excel Model Template,https://flevy.com/browse/marketplace/generic-cost-benefit-analysis-excel-model-template-7501,Operational Excellence,Excel,,Projectify
Programme & Project Benefits Realization Tracker Template,https://flevy.com/browse/marketplace/programme-and-project-benefits-realization-tracker-template-5820,Operational Excellence,Excel,,i_Pro_PM_Templates
Marketing Research and Forecasting Demand,https://flevy.com/browse/marketplace/marketing-research-and-forecasting-demand-6912,Operational Excellence,PowerPoint,56,UJ Consulting
Advanced Product Quality Planning (APQP),https://flevy.com/browse/marketplace/advanced-product-quality-planning-apqp-3475,Operational Excellence,PowerPoint,66,Operational Excellence Consulting
Six Sigma - DMAIC Problem Solving Process & Tools,https://flevy.com/browse/marketplace/six-sigma-dmaic-problem-solving-process-and-tools-2483,Operational Excellence,PowerPoint,182,Operational Excellence Consulting LLC
PDCA Problem Solving Project Template,https://flevy.com/browse/marketplace/pdca-problem-solving-project-template-907,Operational Excellence,PowerPoint,64,Operational Excellence Consulting
Lean Six Sigma Deliverables Workbook Templates,https://flevy.com/browse/marketplace/lean-six-sigma-deliverables-workbook-templates-1007,Operational Excellence,Excel,,tushars2012
Project Portfolio Management,https://flevy.com/browse/marketplace/project-portfolio-management-5674,Operational Excellence,PowerPoint,23,Affinity Consulting Partners
The Blue-Green Game,https://flevy.com/browse/marketplace/the-blue-green-game-5394,Operational Excellence,PowerPoint,35,Operational Excellence Consulting
ISO 31000 - Implementation Toolkit,https://flevy.com/browse/marketplace/iso-31000-implementation-toolkit-5135,Operational Excellence,Excel,,Gerard Blokdijk
"Business Continuity Management - Leadership. Governance, & ISO Methodologies",https://flevy.com/browse/marketplace/business-continuity-management-leadership-governance-and-iso-methodologies-6183,Operational Excellence,PowerPoint,159,Patrick Gitau 
Ultimate Business Processes Guidebook,https://flevy.com/browse/marketplace/ultimate-business-processes-guidebook-7478,Operational Excellence,PowerPoint,333,SB Consulting 
"Kanban Board: Governance, Risk, and Compliance",https://flevy.com/browse/marketplace/kanban-board-governance-risk-and-compliance-5932,Operational Excellence,Excel,,Gerard Blokdijk
Balanced Scorecard Toolkit,https://flevy.com/browse/marketplace/balanced-scorecard-toolkit-7443,Operational Excellence,PowerPoint,159,SB Consulting 
Visual Management SQDCM Board,https://flevy.com/browse/marketplace/visual-management-sqdcm-board-5495,Operational Excellence,PowerPoint,8,Amine
Six Basic Rules of Effective Customer Service,https://flevy.com/browse/marketplace/six-basic-rules-of-effective-customer-service-4112,Operational Excellence,PowerPoint,32,Operational Excellence Consulting
The 5S Number Game,https://flevy.com/browse/flevypro/the-5s-number-game-1823,Operational Excellence,PowerPoint,16,OpEx Academy NZ
How to Conduct Value Stream Mapping (VSM),https://flevy.com/browse/marketplace/how-to-conduct-value-stream-mapping-vsm-6897,Operational Excellence,Word,10,Shaleen Sinha
Sales and Operations Planning (S&OP) Toolkit,https://flevy.com/browse/marketplace/sales-and-operations-planning-sandop-toolkit-7370,Operational Excellence,PowerPoint,209,SB Consulting 
Reliability Centered Maintenance (RCM) and Total Productive Maintenance (TPM) - 2 Day Presentation,https://flevy.com/browse/marketplace/reliability-centered-maintenance-rcm-and-total-productive-maintenance-tpm-2-day-presentation-1081,Operational Excellence,PowerPoint,208,OpEx Academy NZ
Lean Management System Assessment,https://flevy.com/browse/marketplace/lean-management-system-assessment-6085,Operational Excellence,PowerPoint,79,Operational Excellence Consulting
Eight Wastes of Lean (by Industry or Function),https://flevy.com/browse/marketplace/eight-wastes-of-lean-by-industry-or-function-2747,Operational Excellence,PowerPoint,79,Operational Excellence Consulting
PSL JIT - Kanban Implementation Presentation,https://flevy.com/browse/marketplace/psl-jit-kanban-implementation-presentation-1569,Operational Excellence,PowerPoint,62,OpEx Academy NZ
Kamishibai Boards,https://flevy.com/browse/marketplace/kamishibai-boards-5512,Operational Excellence,PowerPoint,20,FranklinGood
Lean-MBA (Management Business Architecture) Guide,https://flevy.com/browse/marketplace/lean-mba-management-business-architecture-guide-1000,Operational Excellence,PDF,173,OpEx Academy NZ
Operational Excellence Six Sigma Training,https://flevy.com/browse/marketplace/operational-excellence-six-sigma-training-1584,Operational Excellence,PowerPoint,237,gureser
Lean Culture Survey Checklist,https://flevy.com/browse/marketplace/lean-culture-survey-checklist-1085,Operational Excellence,Word,5,OpEx Academy NZ
M&A - Fit for Growth,https://flevy.com/browse/flevypro/manda-fit-for-growth-3157,Operational Excellence,PowerPoint,21,LearnPPT Consulting
Strategic Cost Reduction Primer,https://flevy.com/browse/flevypro/strategic-cost-reduction-primer-3741,Operational Excellence,PowerPoint,25,LearnPPT Consulting
Soft Side of Post-merger Integration (PMI),https://flevy.com/browse/flevypro/soft-side-of-post-merger-integration-pmi-2930,Operational Excellence,PowerPoint,21,LearnPPT Consulting
Post-merger Integration (PMI): Integrating Sales & Marketing,https://flevy.com/browse/flevypro/post-merger-integration-pmi-integrating-sales-and-marketing-2902,Operational Excellence,PowerPoint,20,LearnPPT Consulting
Pillars of Sustainable Cost Reduction,https://flevy.com/browse/flevypro/pillars-of-sustainable-cost-reduction-3007,Operational Excellence,PowerPoint,20,LearnPPT Consulting
Post-merger Integration (PMI): 4 Key Imperatives,https://flevy.com/browse/flevypro/post-merger-integration-pmi-4-key-imperatives-2929,Operational Excellence,PowerPoint,21,LearnPPT Consulting
Team Resilience,https://flevy.com/browse/flevypro/team-resilience-4173,Operational Excellence,PowerPoint,22,LearnPPT Consulting
Business Process Reengineering (BPR) Toolkit,https://flevy.com/browse/marketplace/business-process-reengineering-bpr-toolkit-7262,Operational Excellence,PowerPoint,131,SB Consulting 
Operational Excellence Toolkit,https://flevy.com/browse/marketplace/operational-excellence-toolkit-7883,Operational Excellence,PowerPoint,94,SB Consulting 
Performance Management Toolkit,https://flevy.com/browse/marketplace/performance-management-toolkit-7094,Operational Excellence,PowerPoint,164,SB Consulting 
Project Management Toolkit,https://flevy.com/browse/marketplace/project-management-toolkit-7010,Operational Excellence,PowerPoint,115,SB Consulting 
ISO 22301 Business Continuity Management System MasterClass,https://flevy.com/browse/marketplace/iso-22301-business-continuity-management-system-masterclass-2255,Operational Excellence,PowerPoint,112,EpicCoaching International
Six Sigma - Measurement Systems Analysis,https://flevy.com/browse/marketplace/six-sigma-measurement-systems-analysis-2441,Operational Excellence,PowerPoint,62,Operational Excellence Consulting LLC
Lean Leader GB Series 3 - Facilitate Continuous Improvement,https://flevy.com/browse/marketplace/lean-leader-gb-series-3-facilitate-continuous-improvement-1449,Operational Excellence,PowerPoint,46,OpEx Academy NZ
Design for Six Sigma (DMADV) Poster,https://flevy.com/browse/marketplace/design-for-six-sigma-dmadv-poster-7597,Operational Excellence,PDF,7,Operational Excellence Consulting
Procurement Spend Analysis,https://flevy.com/browse/marketplace/procurement-spend-analysis-8347,Operational Excellence,PowerPoint,132,SB Consulting 
TPM: Autonomous Maintenance (Jishu Hozen),https://flevy.com/browse/marketplace/tpm-autonomous-maintenance-jishu-hozen-606,Operational Excellence,PowerPoint,175,Operational Excellence Consulting
Failure Mode & Effects Analysis (FMEA),https://flevy.com/browse/marketplace/failure-mode-and-effects-analysis-fmea-3480,Operational Excellence,PowerPoint,63,Operational Excellence Consulting
Introduction to Operational Excellence (2-day workshop),https://flevy.com/browse/marketplace/introduction-to-operational-excellence-2-day-workshop-1019,Operational Excellence,PowerPoint,197,OpEx Academy NZ
RACI Method,https://flevy.com/browse/marketplace/raci-method-1662,Operational Excellence,PowerPoint,34,Operational Excellence Consulting
PSL - JIT Heijunka Presentation,https://flevy.com/browse/marketplace/psl-jit-heijunka-presentation-1567,Operational Excellence,PowerPoint,54,OpEx Academy NZ
Lean - Quick Changeover (SMED) Process,https://flevy.com/browse/marketplace/lean-quick-changeover-smed-process-1978,Operational Excellence,PowerPoint,66,Operational Excellence Consulting LLC
ISO 19011 - Implementation Toolkit,https://flevy.com/browse/marketplace/iso-19011-implementation-toolkit-5254,Operational Excellence,Excel,,Gerard Blokdijk
