title,url,category,filetype,slide_count,publishing_consultancy,description
"GenAI Operating Model Design",https://flevy.com/browse/flevypro/genai-operating-model-design-10520,"Organization, Change, & HR",PowerPoint,29,"LearnPPT Consulting","Explore a comprehensive GenAI Operating Model designed by ex-McKinsey & Big 4 consultants. Optimize deployment, governance, and data management for measurable results."
"Business Model Innovation &#40;BMI&#41;: Business Model Journey",https://flevy.com/browse/flevypro/business-model-innovation-bmi-business-model-journey-6129,"Organization, Change, & HR",PowerPoint,29,"LearnPPT Consulting","Explore the Business Model Innovation (BMI) framework by ex-McKinsey and Big 4 consultants. Understand the Business Model Journey and key components for sustainable growth."
"ISO 14001:2015 &#40;EMS&#41; Awareness Training",https://flevy.com/browse/marketplace/iso-140012015-ems-awareness-training-164,"Organization, Change, & HR",PowerPoint,75,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with a wealth of experience at industry leaders like Microsoft and IBM, this presentation is your gateway to raising awareness of ISO 14001 and promoting environmental sustainability."
"Leadership Theories",https://flevy.com/browse/marketplace/leadership-theories-874,"Organization, Change, & HR",PowerPoint,166,"Operational Excellence Consulting","Developed by a seasoned Leadership Coach with global experience at industry leaders like Microsoft and IBM, this presentation is your guide to understanding and applying various leadership theories for effective leadership development."
"Employee Engagement Measurement & Improvement",https://flevy.com/browse/flevypro/employee-engagement-measurement-and-improvement-5321,"Organization, Change, & HR",PowerPoint,25,"LearnPPT Consulting","Employee engagement PPT: Learn measurement, strategies, objectives, and action plans to boost workforce motivation. Download this comprehensive PowerPoint now."
"Performance Measurement",https://flevy.com/browse/flevypro/performance-measurement-1702,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","Performance Measurement PPT: Learn Balanced Scorecard (BSC) framework, financial & non-financial KPIs, and strategic performance management. Download now."
"Team Management Models",https://flevy.com/browse/marketplace/team-management-models-1212,"Organization, Change, & HR",PowerPoint,128,"Operational Excellence Consulting","Developed by a Change Management Expert with a wealth of experience at industry giants like Microsoft, IBM and Panasonic, this collection serves as your guide to achieving transformative change and enhancing stakeholder satisfaction."
"Initial Meeting Sales Presentation",https://flevy.com/browse/marketplace/initial-meeting-sales-presentation-81,"Organization, Change, & HR",PowerPoint,18,kgoldin,"Initial Meeting Sales Presentation template for consultants. Created by industry experts, it offers a structured approach to client assessments and next steps."
"Corporate Governance Frameworks",https://flevy.com/browse/marketplace/corporate-governance-frameworks-5355,"Organization, Change, & HR",PowerPoint,113,"Operational Excellence Consulting","Developed by a Management Consultant with global experience at Microsoft and IBM, this collection serves as your resource for Corporate Governance Frameworks, fostering sustainability excellence and enhancing stakeholder satisfaction."
"The 7 Habits of Highly Effective People - Framework & Diagram",https://flevy.com/browse/marketplace/the-7-habits-of-highly-effective-people-framework-and-diagram-6535,"Organization, Change, & HR",PowerPoint,50,"UJ Consulting","7 Habits of Highly Effective People PPT: Get Stephen Covey’s proven framework & diagram to boost productivity and leadership. Download the editable PowerPoint now."
"5S Poster",https://flevy.com/browse/marketplace/5s-poster-5309,"Organization, Change, & HR",PDF,3,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at industry leaders like Microsoft, IBM and Panasonic, this poster is your pathway to achieving Operational Excellence through Lean Methodologies."
"Training Within Industry &#40;TWI&#41; Frameworks",https://flevy.com/browse/marketplace/training-within-industry-twi-frameworks-2414,"Organization, Change, & HR",PowerPoint,63,"Operational Excellence Consulting","Developed by a seasoned TWI Master Trainer with global experience at Microsoft, IBM and Panasonic, this collection serves as your resource for TWI Frameworks, enabling operational excellence and enhancing stakeholder satisfaction."
"9 Influencing Strategies Used by the Most Successful Leaders",https://flevy.com/browse/marketplace/9-influencing-strategies-used-by-the-most-successful-leaders-1346,"Organization, Change, & HR",PowerPoint,47,SlideKraft,"Explore 9 key influencing strategies for leaders, crafted by experts. Enhance your leadership effectiveness with actionable insights and practical examples."
"Employee Suggestion System &#40;Kaizen Teian&#41;",https://flevy.com/browse/marketplace/employee-suggestion-system-kaizen-teian-157,"Organization, Change, & HR",PowerPoint,211,"Operational Excellence Consulting","Developed by a Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to increasing employee engagement through Lean methodologies."
"Benchmarking for Superior Performance",https://flevy.com/browse/marketplace/benchmarking-for-superior-performance-156,"Organization, Change, & HR",PowerPoint,241,"Operational Excellence Consulting","Developed by a Management Consultant &#40;ex-Microsoft and IBM&#41;, this presentation unlocks the potential of Benchmarking for transformative change and operational excellence."
"IT Governance Framework",https://flevy.com/browse/marketplace/it-governance-framework-1294,"Organization, Change, & HR",PowerPoint,23,preetyg1,"IT Governance Framework PPT: Download a ready-to-use template covering IT compliance, governance models, and agile governance examples. Streamline your IT strategy now."
"Strategic Human Resources",https://flevy.com/browse/flevypro/strategic-human-resources-5310,"Organization, Change, & HR",PowerPoint,27,"LearnPPT Consulting","Explore strategic HR frameworks developed by ex-McKinsey & Big 4 consultants. Transform HR into a key driver in the talent-centric economy."
"Effective Communication with Virtual Teams",https://flevy.com/browse/flevypro/effective-communication-with-virtual-teams-3701,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","Enhance virtual team performance with this framework by ex-McKinsey & Big 4 consultants. Discover best practices for effective remote communication."
"Supply Chain Sustainability",https://flevy.com/browse/flevypro/supply-chain-sustainability-5087,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore a comprehensive framework for Supply Chain Sustainability, crafted by ex-McKinsey and Big 4 consultants. Enhance your SCM strategy with actionable insights."
"Knowledge Management (KM) Strategy",https://flevy.com/browse/flevypro/knowledge-management-km-strategy-3801,"Organization, Change, & HR",PowerPoint,22,"LearnPPT Consulting","Knowledge Management PPT: Learn key KM strategies, processes, best practices, and examples. Download this PowerPoint to build effective knowledge systems now."
"Employee Value Proposition (EVP)",https://flevy.com/browse/flevypro/employee-value-proposition-evp-2688,"Organization, Change, & HR",PowerPoint,20,"PPT Lab","Explore the Sibson EVP model, crafted by ex-McKinsey & Big 4 consultants, to enhance employee engagement and align HR strategies with organizational goals."
"HR Digital Transformation",https://flevy.com/browse/marketplace/hr-digital-transformation-6441,"Organization, Change, & HR",PowerPoint,29,"UJ Consulting","HR Digital Transformation PPT: Learn key strategies, HR automation, and process improvements. Download this expert-ready presentation to drive your HR digital roadmap."
"Effective Meetings",https://flevy.com/browse/marketplace/effective-meetings-348,"Organization, Change, & HR",PowerPoint,66,"Operational Excellence Consulting","Developed by a Business Improvement Consultant with global experience at Microsoft and IBM, this presentation is your gateway to conducting Effective Meetings, equipping you with strategies to enhance productivity and collaboration."
"Strategic Functional Organization",https://flevy.com/browse/flevypro/strategic-functional-organization-3710,"Organization, Change, & HR",PowerPoint,28,"LearnPPT Consulting","Explore the Strategic Functional Organization framework by ex-McKinsey and Big 4 consultants. Enhance operational excellence and strategic alignment for leaders."
"Pitch Yourself - Next-Level CV PowerPoint",https://flevy.com/browse/marketplace/pitch-yourself-next-level-cv-powerpoint-9152,"Organization, Change, & HR",PowerPoint,38,"Project in the Box","Our team, composed of former management consultants from top global corporations, leverages extensive project management and consulting experience to create precise, insightful, and impactful presentation templates."
"Post-merger Integration &#40;PMI&#41;: Target Operating Model &#40;TOM&#41;",https://flevy.com/browse/flevypro/post-merger-integration-pmi-target-operating-model-tom-7875,"Organization, Change, & HR",PowerPoint,38,"LearnPPT Consulting","Explore a comprehensive PMI Target Operating Model framework developed by ex-McKinsey and Big 4 consultants. Optimize post-merger operations and achieve synergies."
"Soft Side of Post-merger Integration (PMI)",https://flevy.com/browse/flevypro/soft-side-of-post-merger-integration-pmi-2930,"Organization, Change, & HR",PowerPoint,21,"LearnPPT Consulting","PMI soft integration PPT: Learn key strategies for the soft side of post-merger integration. Get expert insights on culture, communication, and change management. Download now."
"Corporate Learning Strategy",https://flevy.com/browse/flevypro/corporate-learning-strategy-5750,"Organization, Change, & HR",PowerPoint,26,"LearnPPT Consulting","Explore a comprehensive Corporate Learning Strategy PPT designed by ex-McKinsey consultants. Enhance L&D effectiveness with a proven 4-phase framework for organizational growth."
"Matrix Organization: Matrix Management 2.0",https://flevy.com/browse/flevypro/matrix-organization-matrix-management-2-0-3584,"Organization, Change, & HR",PowerPoint,26,"LearnPPT Consulting","Explore Matrix Management 2.0, crafted by ex-McKinsey & Big 4 consultants. Enhance cross-functional collaboration and streamline project management."
"Five Pillars of Agile Organizations",https://flevy.com/browse/flevypro/five-pillars-of-agile-organizations-3175,"Organization, Change, & HR",PowerPoint,30,"LearnPPT Consulting","Transform traditional firms into agile leaders with insights from ex-McKinsey & Big 4 consultants. Explore the 5 pillars for agile transformation."
"Team Turnaround Strategies",https://flevy.com/browse/flevypro/team-turnaround-strategies-3357,"Organization, Change, & HR",PowerPoint,22,"LearnPPT Consulting","Transform inherited teams into high-performing units with strategies from ex-McKinsey & Big 4 consultants. Tackle dysfunctions in a VUCA world."
"ISO 37301:2021 &#40;Compliance Management Systems&#41; Awareness",https://flevy.com/browse/marketplace/iso-373012021-compliance-management-systems-awareness-6033,"Organization, Change, & HR",PowerPoint,74,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with a wealth of experience at industry leaders like Microsoft and IBM, this presentation helps to raise ISO 37301 awareness and enhance compliance and ethics for business excellence."
"Communication Workbook",https://flevy.com/browse/marketplace/communication-workbook-740,"Organization, Change, & HR",Excel,,"Documents & Files","Optimize your communication strategy with this Excel-based workbook, crafted by industry experts. Streamline stakeholder management and enhance project success."
"Corporate Performance Measurement",https://flevy.com/browse/marketplace/corporate-performance-measurement-696,"Organization, Change, & HR",PowerPoint,106,"Documents & Files","Explore a comprehensive framework for corporate performance measurement, authored by industry experts. Dive into Economic Profit, MVA, and CFROI for actionable insights."
"Change Management Models",https://flevy.com/browse/marketplace/change-management-models-1214,"Organization, Change, & HR",PowerPoint,139,"Operational Excellence Consulting","Developed by a Change Management Expert with a wealth of experience at industry giants like Microsoft, IBM and Panasonic, this collection serves as your guide to achieving transformative change and enhancing stakeholder satisfaction."
"World Class Planning & Performance Management",https://flevy.com/browse/marketplace/world-class-planning-and-performance-management-742,"Organization, Change, & HR",PowerPoint,43,"Documents & Files","Explore world-class planning & performance management strategies in this expert PPT by a seasoned consultant. Enhance accountability & KPI alignment for success."
"Fundamentals of Effective Communication",https://flevy.com/browse/marketplace/fundamentals-of-effective-communication-748,"Organization, Change, & HR",PowerPoint,57,"Documents & Files","Effective Communication PPT: Learn fundamentals, workplace styles, and strategies to improve business communication. Download this professional PowerPoint now."
"Strategic Restructuring: Critical Success Factors",https://flevy.com/browse/flevypro/strategic-restructuring-critical-success-factors-5389,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore essential insights on Strategic Restructuring from ex-McKinsey & Big 4 consultants. Learn 5 Critical Success Factors for effective transformation."
"Restructuring: Redeployment Assessment Process & Methods",https://flevy.com/browse/flevypro/restructuring-redeployment-assessment-process-and-methods-5422,"Organization, Change, & HR",PowerPoint,29,"LearnPPT Consulting","Explore a comprehensive PPT on Redeployment Assessment, crafted by ex-McKinsey & Big 4 consultants. Master workforce restructuring with proven methods."
"Lean Change Management",https://flevy.com/browse/flevypro/lean-change-management-3142,"Organization, Change, & HR",PowerPoint,21,"LearnPPT Consulting","Explore Lean Change Management, crafted by ex-McKinsey & Big 4 consultants. Streamline transformations with our 5-step Playbook and templates for success."
"Employee Engagement Management - Guide",https://flevy.com/browse/marketplace/employee-engagement-management-guide-7156,"Organization, Change, & HR",PowerPoint,105,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Engagement Initiatives."
"Journey &#40;Change&#41; Management Playbook",https://flevy.com/browse/marketplace/journey-change-management-playbook-1292,"Organization, Change, & HR",PowerPoint,39,preetyg1,"Explore the Journey Management Playbook, crafted by ex-Big 5 consultants, to strategically navigate organizational change and achieve business outcomes."
"Overview of Baldrige Excellence Framework",https://flevy.com/browse/marketplace/overview-of-baldrige-excellence-framework-172,"Organization, Change, & HR",PowerPoint,85,"Operational Excellence Consulting","Developed by an ex-Business Excellence Assessor with a proven track record at industry leaders such as Microsoft and IBM, this presentation is your guide to implementing the Baldrige Excellence Framework for organizational excellence."
"KPI Compilation: 800+ Human Resource & Talent Management KPIs",https://flevy.com/browse/marketplace/kpi-compilation-800-human-resource-and-talent-management-kpis-7879,"Organization, Change, & HR",PowerPoint,168,"LearnPPT Consulting","This collection of HR KPIs is compiled by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants based on best practices in Human Resource Management & Talent Management."
"7 Principles of Culture Change",https://flevy.com/browse/flevypro/7-principles-of-culture-change-5971,"Organization, Change, & HR",PowerPoint,28,"LearnPPT Consulting","Changing workplace culture PPT: Learn the 7 Principles of Culture Change to drive organizational transformation. Download this actionable PPTX template now."
"Cynefin Framework",https://flevy.com/browse/flevypro/cynefin-framework-7184,"Organization, Change, & HR",PowerPoint,28,"LearnPPT Consulting","Explore the Cynefin Framework, crafted by ex-McKinsey & Big 4 consultants. Enhance decision-making in complex environments with strategic insights."
"Sales Compensation Cycle",https://flevy.com/browse/flevypro/sales-compensation-cycle-5276,"Organization, Change, & HR",PowerPoint,26,"LearnPPT Consulting","Explore the Sales Compensation Cycle framework by ex-McKinsey and Big 4 consultants. Master compensation strategies to enhance motivation, effort, and results."
"Five Dimensions of Marketing Organizations",https://flevy.com/browse/flevypro/five-dimensions-of-marketing-organizations-2934,"Organization, Change, & HR",PowerPoint,26,"LearnPPT Consulting","Explore the Five Dimensions of Marketing Organizations, crafted by ex-McKinsey & Big 4 consultants. Align your marketing structure with business goals effectively."
"Change Enablement Workshop Presentation",https://flevy.com/browse/marketplace/change-enablement-workshop-presentation-688,"Organization, Change, & HR",PowerPoint,97,"Documents & Files","Explore our Change Enablement Workshop Presentation, crafted by industry experts, to master organizational transitions and enhance leadership strategies."
"Negotiation Tactics",https://flevy.com/browse/marketplace/negotiation-tactics-8933,"Organization, Change, & HR",PowerPoint,69,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides a reference guide to a diverse set of 26 negotiation tactics."
"Product Management KPIs",https://flevy.com/browse/flevypro/product-management-kpis-5526,"Organization, Change, & HR",PowerPoint,32,"LearnPPT Consulting","Explore essential Product Management KPIs developed by ex-McKinsey & Big 4 consultants. Enhance decision-making with actionable insights and templates."
"IT Capability Maturity Framework (IT-CMF)",https://flevy.com/browse/flevypro/it-capability-maturity-framework-it-cmf-2911,"Organization, Change, & HR",PowerPoint,21,"LearnPPT Consulting","Explore the IT Capability Maturity Framework (IT-CMF) by ex-McKinsey & Big 4 consultants. Enhance IT-business alignment and drive value with structured assessments."
"Performance Management Primer",https://flevy.com/browse/flevypro/performance-management-primer-2484,"Organization, Change, & HR",PowerPoint,15,"PPT Lab","Performance management PPT: Learn key frameworks, training slides, and the full performance management cycle. Download this expert Performance Management Primer now."
"Influence Model for Change",https://flevy.com/browse/flevypro/influence-model-for-change-3658,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","Explore the Influence Model for Change, crafted by ex-McKinsey & Big 4 consultants. This PPT outlines key actions for effective transformation management."
"Closing the Strategy-to-Performance Gap",https://flevy.com/browse/flevypro/closing-the-strategy-to-performance-gap-2760,"Organization, Change, & HR",PowerPoint,20,"PPT Lab","Explore a framework by ex-McKinsey & Big 4 consultants to close the Strategy-to-Performance Gap. Learn 7 actionable rules for enhanced execution."
"Virtual Teams: Challenges & Benefits",https://flevy.com/browse/flevypro/virtual-teams-challenges-and-benefits-4013,"Organization, Change, & HR",PowerPoint,26,"LearnPPT Consulting","Explore effective strategies for managing Virtual Teams in this PPT by ex-McKinsey and Big 4 consultants. Enhance productivity and tackle key challenges."
"Policy Governance and Management Best Practices",https://flevy.com/browse/marketplace/policy-governance-and-management-best-practices-6173,"Organization, Change, & HR",PowerPoint,51,"Patrick Gitau ","Policy Governance and Management Best Practices PPT: Learn effective corporate policy development, risk management, and compliance frameworks. Download now."
"Feasibility Studies Template for a Training Center",https://flevy.com/browse/marketplace/feasibility-studies-template-for-a-training-center-6366,"Organization, Change, & HR",Excel,,NEETEM,"Feasibility Study Template for Training Center (Excel): Download to plan market, technical, and financial analysis with dashboards for workforce and job training projects."
"Chief Transformation Officer &#40;CTO&#41; Toolkit",https://flevy.com/browse/marketplace/chief-transformation-officer-cto-toolkit-7613,"Organization, Change, & HR",PowerPoint,280,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Transformation Initiatives."
"Change Management Toolkit",https://flevy.com/browse/marketplace/change-management-toolkit-7379,"Organization, Change, & HR",PowerPoint,60,"RadVector  Consulting","Developed by a team of  experts with global consulting experience at McKinsey, Deloitte, and  Capgemini. It is a simplified Toolkit of Change Management."
"ESG Toolkit",https://flevy.com/browse/marketplace/esg-toolkit-8332,"Organization, Change, & HR",PowerPoint,178,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing ESG Initiatives."
"TWI Program: Job Instruction &#40;JI&#41; Training",https://flevy.com/browse/marketplace/twi-program-job-instruction-ji-training-607,"Organization, Change, & HR",PowerPoint,129,"Operational Excellence Consulting","Developed by a seasoned TWI Master Trainer with a proven track record at Microsoft, IBM & Panasonic, this presentation is your gateway to mastering TWI Job Instruction for achieving Operational Excellence through Lean Methodologies."
"PMO - Performance Management Plan",https://flevy.com/browse/flevypro/pmo-performance-management-plan-2430,"Organization, Change, & HR",Excel,,Flevy,"Performance management template Excel: Download the PMO Performance Management Plan XLS for tracking KPIs, scorecards, and improving project outcomes efficiently."
"7 Tactics to Upskilling",https://flevy.com/browse/flevypro/7-tactics-to-upskilling-5939,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore 7 essential tactics for effective upskilling, crafted by ex-McKinsey and Big 4 consultants. Enhance L&D, job roles, and workforce agility."
"Business Process Maturity Model (BPMM) Series: Standardized",https://flevy.com/browse/flevypro/business-process-maturity-model-bpmm-series-standardized-4312,"Organization, Change, & HR",PowerPoint,31,"LearnPPT Consulting","Explore the BPMM Series: Standardized presentation by ex-McKinsey & Big 4 consultants. Enhance process maturity with actionable insights for operational excellence."
"Service-Profit Chain",https://flevy.com/browse/flevypro/service-profit-chain-2645,"Organization, Change, & HR",PowerPoint,15,"LearnPPT Consulting","Explore the Service-Profit Chain framework, crafted by ex-McKinsey & Big 4 consultants. Enhance profitability through employee, customer, and investor value alignment."
"Designing and Delivering Focus Interviews",https://flevy.com/browse/marketplace/designing-and-delivering-focus-interviews-98,"Organization, Change, & HR",PowerPoint,13,"Process Consulting","Master focus interviews with this expert PPT guide by an ex-McKinsey consultant. Learn design, execution, and trust-building strategies for effective data collection."
"5S Implementation Guidebook: 8 Steps of 5S Implementation",https://flevy.com/browse/marketplace/5s-implementation-guidebook-8-steps-of-5s-implementation-3178,"Organization, Change, & HR",PowerPoint,162,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to achieving Operational Excellence through Lean Methodologies."
"Change Management - Process Guide &#40;ITSM, ISO 20000&#41;",https://flevy.com/browse/marketplace/change-management-process-guide-itsm-iso-20000-3864,"Organization, Change, & HR",Word,54,"ITSM Consulting","Change Management process guide (DOCX) for ITSM & ISO 20000. Learn key steps, workflows, and best practices to align IT services. Download now."
"Sales Compensation Plan Design",https://flevy.com/browse/flevypro/sales-compensation-plan-design-5290,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Incentive scheme for sales team PPT: Download our Sales Compensation Plan Design (PPTX) to create effective sales incentive plans and compensation templates."
"Capability Maturity Model (CMM) - Enterprise Architecture",https://flevy.com/browse/flevypro/capability-maturity-model-cmm-enterprise-architecture-2949,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore the Capability Maturity Model (CMM) for Enterprise Architecture, crafted by ex-McKinsey and Big 4 consultants. Elevate your EA maturity with this expert PPT."
"Workshop Facilitation Techniques (Volume 2)",https://flevy.com/browse/flevypro/workshop-facilitation-techniques-volume-2-3849,"Organization, Change, & HR",PowerPoint,27,"LearnPPT Consulting","Explore advanced Workshop Facilitation Techniques developed by ex-McKinsey and Big 4 consultants. Enhance engagement and drive results in strategic sessions."
"DICE Hard Change Factors",https://flevy.com/browse/flevypro/dice-hard-change-factors-2656,"Organization, Change, & HR",PowerPoint,12,"PPT Lab","Dice framework PPT: Learn BCG’s DICE model for change management. Get clear slides on Hard Change Factors to assess and drive successful transformations. Download now."
"Removing Organizational Silos",https://flevy.com/browse/flevypro/removing-organizational-silos-3861,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","Explore effective strategies to dismantle organizational silos for successful transformation. Created by ex-McKinsey consultants, this PPT offers actionable insights and templates."
"Compassionate Leadership",https://flevy.com/browse/marketplace/compassionate-leadership-7352,"Organization, Change, & HR",PowerPoint,126,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Leadership Initiatives."
"Sales Negotiation Toolkit",https://flevy.com/browse/marketplace/sales-negotiation-toolkit-9400,"Organization, Change, & HR",PowerPoint,1399,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Sales Initiatives."
"Change Management Toolkit",https://flevy.com/browse/marketplace/change-management-toolkit-7248,"Organization, Change, & HR",PowerPoint,286,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Change Management Initiatives."
"Human Resource Strategy",https://flevy.com/browse/marketplace/human-resource-strategy-6759,"Organization, Change, & HR",Word,18,"UJ Consulting","Develop a robust HR strategy with this expert guide by UJ Consulting. Align HR goals with business objectives using proven frameworks and metrics."
"Organizational Effectiveness",https://flevy.com/browse/marketplace/organizational-effectiveness-6442,"Organization, Change, & HR",PowerPoint,61,"UJ Consulting","Explore a comprehensive framework for diagnosing organizational effectiveness, crafted by UJ Consulting. Enhance strategy, structure, culture, and performance."
"Ikigai Framework",https://flevy.com/browse/flevypro/ikigai-framework-7261,"Organization, Change, & HR",PowerPoint,35,"LearnPPT Consulting","Ikigai Framework PPT: Learn the Japanese concept of purpose and balance with clear visuals. Download this professional PowerPoint template to present Ikigai’s 4 key elements."
"SKS and IL/IW/WI Models for Feedback",https://flevy.com/browse/flevypro/sks-and-il-iw-wi-models-for-feedback-3585,"Organization, Change, & HR",PowerPoint,18,"LearnPPT Consulting","Explore effective feedback frameworks with the SKS and IL/IW/WI Models, crafted by ex-McKinsey and Big 4 consultants. Enhance communication and performance."
"GRPI Model for Team Development",https://flevy.com/browse/flevypro/grpi-model-for-team-development-3355,"Organization, Change, & HR",PowerPoint,24,"LearnPPT Consulting","Explore the GRPI Model for Team Development, crafted by ex-McKinsey and Big 4 consultants. Diagnose dysfunction and enhance team performance with proven frameworks."
"Shareholder Value Traps",https://flevy.com/browse/flevypro/shareholder-value-traps-5239,"Organization, Change, & HR",PowerPoint,29,"LearnPPT Consulting","Explore our Shareholder Value Traps PPT, crafted by ex-McKinsey & Big 4 consultants. Gain insights on stakeholder management and strategic alignment for sustainable growth."
"Leadership Presence",https://flevy.com/browse/flevypro/leadership-presence-4035,"Organization, Change, & HR",PowerPoint,23,"LearnPPT Consulting","Enhance your Leadership Presence with this PPT by ex-McKinsey consultants. Discover 10 core principles to inspire, engage, and build trust effectively."
"4 Types of Corporate Culture",https://flevy.com/browse/flevypro/4-types-of-corporate-culture-3478,"Organization, Change, & HR",PowerPoint,22,"LearnPPT Consulting","Corporate culture PPT: Learn the 4 types of corporate culture with clear examples. Perfect for company culture presentations and organizational culture training. Download now."
"FAST Method to Goal Setting",https://flevy.com/browse/flevypro/fast-method-to-goal-setting-3647,"Organization, Change, & HR",PowerPoint,19,"LearnPPT Consulting","Goal setting PPT: Learn the FAST Method to set and achieve goals quickly. Includes clear slides for training, workshops, and strategy alignment. Download the PPT now."
"Knowledge Management Primer",https://flevy.com/browse/flevypro/knowledge-management-primer-3797,"Organization, Change, & HR",PowerPoint,26,"LearnPPT Consulting","Knowledge Management PPT: Learn key components, processes, tools, and benefits of knowledge management. Download this detailed Knowledge Management Primer (PPT) now."
"First 90 Days - Critical Success Strategies",https://flevy.com/browse/flevypro/first-90-days-critical-success-strategies-3223,"Organization, Change, & HR",PowerPoint,19,"LearnPPT Consulting","Explore 14 critical success strategies for new leaders to navigate transitions effectively. Created by an ex-McKinsey consultant, this PPT offers actionable insights."
"Complete AI Change Management Playbook",https://flevy.com/browse/marketplace/complete-ai-change-management-playbook-10166,"Organization, Change, & HR",PowerPoint,676,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Change Management Initiatives."
"100+ Corporate Governance SOPs",https://flevy.com/browse/marketplace/100-corporate-governance-sops-10076,"Organization, Change, & HR",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Corporate Governance Initiatives."
"Growth Mindset for a Resilient, High-Performance Culture",https://flevy.com/browse/marketplace/growth-mindset-for-a-resilient-high-performance-culture-9753,"Organization, Change, & HR",PowerPoint,73,"People Performance Consulting","People Performance Consulting excels in HR strategy and performance management. With top-notch expertise and global reach, we&#039;ve delivered HR tools to over 30 countries and served 100 leading companies worldwide."
"HR KPI Dashboard Excel Template",https://flevy.com/browse/marketplace/hr-kpi-dashboard-excel-template-8136,"Organization, Change, & HR",Excel,,"Improve Your Excel","HR KPI template Excel: Get a ready-to-use HR KPI Dashboard Excel Template (XLSX) to track HR metrics, employee performance, and HR analytics. Download now."
"Executive Presence & Influence Toolkit &#40;+Templates&#41;",https://flevy.com/browse/marketplace/executive-presence-and-influence-toolkit-templates-9379,"Organization, Change, & HR",PowerPoint,578,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Leadereship Initiatives."
"Assessment Dashboard - Capability Maturity Model &#40;CMM&#41;",https://flevy.com/browse/marketplace/assessment-dashboard-capability-maturity-model-cmm-3153,"Organization, Change, & HR",Excel,,"Gerard Blokdijk","Enhance your CMM expertise with this Excel-based Self-Assessment Dashboard. Created by industry experts, it streamlines CMM evaluations for effective decision-making."
"Code of Conduct Training",https://flevy.com/browse/marketplace/code-of-conduct-training-1402,"Organization, Change, & HR",PowerPoint,25,"PA Services Group","Code of Conduct Training PPT: Download employee training on workplace ethics, conflict of interest, communication, and compliance for effective workforce development."
"Organizational Design Maturity Model &#40;ODMM&#41;",https://flevy.com/browse/flevypro/organizational-design-maturity-model-odmm-7870,"Organization, Change, & HR",PowerPoint,33,"LearnPPT Consulting","ODMM PPTX: Learn the Organizational Design Maturity Model to assess and improve your org structure. Download this detailed PPT template now."
"Management of Perceived Bias",https://flevy.com/browse/flevypro/management-of-perceived-bias-3160,"Organization, Change, & HR",PowerPoint,21,"LearnPPT Consulting","Explore the ACE Model framework by ex-McKinsey & Big 4 consultants to measure and mitigate perceived bias, fostering inclusivity and engagement in your workforce."
"Employee Performance Guide",https://flevy.com/browse/marketplace/employee-performance-guide-304,"Organization, Change, & HR",PowerPoint,32,Pontifica,"Explore this Employee Performance Guide, crafted for small to mid-sized firms by industry experts, covering performance management, objective setting, and feedback strategies."
